URN,Description,PlateID,PoleLatitude,PoleLongitude,symbol,pseudoQ,azi,OldAge,YoungAge,border,fill,psuedoQ
7124,Pyerara Dyke Swarm,301,12.4,160.5,circle,3.29,0,461,444,black,byPlateId,0.777777778
7125,Izshora Dyke Swarm,301,-17.4,359.5,circle,3.29,0,461,444,black,byPlateId,0.777777778
7125,Izshora Dyke Swarm,301,17.4,179.5,circle,3.29,0,461,444,black,byPlateId,0.777777778
7126,Carrock Fell Dyke Swarm,315,67.2,128.3,circle,3.0673,0,461,444,black,byPlateId,0.74
7126,Carrock Fell Dyke Swarm,315,-67.2,-51.7,circle,3.0673,0,461,444,black,byPlateId,0.74
7127,Round Knott Dolerite,315,-4.3,338.9,circle,3.6437,0,461,444,black,byPlateId,0.837777778
7127,Round Knott Dolerite,315,4.3,158.9,circle,3.6437,0,461,444,black,byPlateId,0.837777778
7128,Eycott NE-SW Dykes,315,-14.1,326.5,circle,1.9669,0,461,444,black,byPlateId,0.553333333
7128,Eycott NE-SW Dykes,315,14.1,146.5,circle,1.9669,0,461,444,black,byPlateId,0.553333333
7129,Severnaya Zemlya Ordovician Sediments,401,-9.9,212,circle,2.6481,0,461,444,black,byPlateId,0.668888889
7129,Severnaya Zemlya Ordovician Sediments,401,9.9,32,circle,2.6481,0,461,444,black,byPlateId,0.668888889
7130,North Tien Shan Sediments; Almaly,402,31.1,214.7,circle,4.076,0,461,444,black,byPlateId,0.911111111
7130,North Tien Shan Sediments; Almaly,402,-31.1,34.7,circle,4.076,0,461,444,black,byPlateId,0.911111111
7131,North Tien Shan Sediments; Botmoynak,402,37.4,281.1,circle,3.4472,0,461,444,black,byPlateId,0.804444444
7131,North Tien Shan Sediments; Botmoynak,402,-37.4,101.1,circle,3.4472,0,461,444,black,byPlateId,0.804444444
7132,Zebrak-Tocnik Silicified Lava,305,64.6,163.1,circle,3.5389,0,461,444,black,byPlateId,0.82
7132,Zebrak-Tocnik Silicified Lava,305,-64.6,-16.9,circle,3.5389,0,461,444,black,byPlateId,0.82
7133,Newer Gabbros; Aberdeenshire,313,8.1,177,circle,2.9756,0,467,443,black,byPlateId,0.724444444
7133,Newer Gabbros; Aberdeenshire,313,-8.1,-3,circle,2.9756,0,467,443,black,byPlateId,0.724444444
7134,Metamorphic rocks; Caroline slate belt,109,20.1,60,circle,2.7398,0,460,450,black,byPlateId,0.684444444
7134,Metamorphic rocks; Caroline slate belt,109,-20.1,-120,circle,2.7398,0,460,450,black,byPlateId,0.684444444
7135,Barrovian Schists,313,3,202,circle,3.683,0,460,450,black,byPlateId,0.844444444
7135,Barrovian Schists,313,-3,22,circle,3.683,0,460,450,black,byPlateId,0.844444444
7136,Askoy Mafic Pluton,301,25,233,circle,3.29,0,480,430,black,byPlateId,0.777777778
7136,Askoy Mafic Pluton,301,-25,53,circle,3.29,0,480,430,black,byPlateId,0.777777778
7137,Cid Formation; Albemarle Group,109,29.6,122.1,circle,3.9319,0,460,450,black,byPlateId,0.886666667
7137,Cid Formation; Albemarle Group,109,-29.6,-57.9,circle,3.9319,0,460,450,black,byPlateId,0.886666667
7138,Descon Formation lavas,128,-6.5,148.7,circle,-0.3518,0,461,450,black,byPlateId,0.16
7138,Descon Formation lavas,128,6.5,-31.3,circle,-0.3518,0,461,450,black,byPlateId,0.16
7139,Stockdale Rhyolite,315,82.3,312.5,circle,2.7791,0,461,450,black,byPlateId,0.691111111
7139,Stockdale Rhyolite,315,-82.3,132.5,circle,2.7791,0,461,450,black,byPlateId,0.691111111
7140,Alcaparrosa Formation,291,56.2,212.8,circle,2.1634,0,461,450,black,byPlateId,0.586666667
7140,Alcaparrosa Formation,291,-56.2,32.8,circle,2.1634,0,461,450,black,byPlateId,0.586666667
7141,Volcanics and tuffs; Breidden Inlier,315,0.9,17.1,circle,3.0411,0,461,450,black,byPlateId,0.735555556
7141,Volcanics and tuffs; Breidden Inlier,315,-0.9,-162.9,circle,3.0411,0,461,450,black,byPlateId,0.735555556
7142,Ordovician Andesites; Lambay Island,315,42,221,circle,3.683,0,461,450,black,byPlateId,0.844444444
7142,Ordovician Andesites; Lambay Island,315,-42,41,circle,3.683,0,461,450,black,byPlateId,0.844444444
7143,Lena River Sediments,401,-22,134,circle,4.076,0,461,450,black,byPlateId,0.911111111
7143,Lena River Sediments,401,22,-46,circle,4.076,0,461,450,black,byPlateId,0.911111111
7144,Haweswater Dolerite,315,-11.8,212.1,circle,1.7442,0,461,450,black,byPlateId,0.515555556
7144,Haweswater Dolerite,315,11.8,32.1,circle,1.7442,0,461,450,black,byPlateId,0.515555556
7145,Mjosa Limestone,301,-4,143,circle,1.325,0,461,450,black,byPlateId,0.444444444
7145,Mjosa Limestone,301,4,-37,circle,1.325,0,461,450,black,byPlateId,0.444444444
7146,Karaulcheku allochton,402,-21,95,circle,4.207,0,461,450,black,byPlateId,0.933333333
7146,Karaulcheku allochton,402,21,-85,circle,4.207,0,461,450,black,byPlateId,0.933333333
7147,Bluffer Pond Formation,101,26,134,circle,3.0411,0,461,450,black,byPlateId,0.735555556
7147,Bluffer Pond Formation,101,-26,-46,circle,3.0411,0,461,450,black,byPlateId,0.735555556
7148,Lower Makarovsk Group,401,-25,128,circle,3.814,0,468,444,black,byPlateId,0.866666667
7148,Lower Makarovsk Group,401,25,-52,circle,3.814,0,468,444,black,byPlateId,0.866666667
7149,Bratsk and Makarovsk Groups,401,-18,130,circle,3.945,0,468,444,black,byPlateId,0.888888889
7149,Bratsk and Makarovsk Groups,401,18,-50,circle,3.945,0,468,444,black,byPlateId,0.888888889
7150,Bratsk and Makarovsk Groups,401,-22,135,circle,3.945,0,468,444,black,byPlateId,0.888888889
7150,Bratsk and Makarovsk Groups,401,22,-45,circle,3.945,0,468,444,black,byPlateId,0.888888889
7151,Bratsk and Makarovsk Groups,401,-21,132,circle,4.076,0,468,444,black,byPlateId,0.911111111
7151,Bratsk and Makarovsk Groups,401,21,-48,circle,4.076,0,468,444,black,byPlateId,0.911111111
7152,Makarovsk Group,401,-23,142,circle,4.207,0,468,444,black,byPlateId,0.933333333
7152,Makarovsk Group,401,23,-38,circle,4.207,0,468,444,black,byPlateId,0.933333333
7153,Makarovsk Group,401,-22,124,circle,4.207,0,468,444,black,byPlateId,0.933333333
7153,Makarovsk Group,401,22,-56,circle,4.207,0,468,444,black,byPlateId,0.933333333
7154,Makarovsk Group,401,-24,133,circle,3.945,0,468,444,black,byPlateId,0.888888889
7154,Makarovsk Group,401,24,-47,circle,3.945,0,468,444,black,byPlateId,0.888888889
7155,Molong High Formations,1853,9.6,23.9,circle,3.7878,0,472,444,black,byPlateId,0.862222222
7155,Molong High Formations,1853,-9.6,-156.1,circle,3.7878,0,472,444,black,byPlateId,0.862222222
7156,Glensaul Felsite,313,7,155,circle,1.456,0,472,444,black,byPlateId,0.466666667
7156,Glensaul Felsite,313,-7,-25,circle,1.456,0,472,444,black,byPlateId,0.466666667
7157,Glensaul Felsite,313,43,205,circle,2.897,0,472,444,black,byPlateId,0.711111111
7157,Glensaul Felsite,313,-43,25,circle,2.897,0,472,444,black,byPlateId,0.711111111
7158,Middle Urals Intrusions,301,16,184,circle,3.159,0,472,444,black,byPlateId,0.755555556
7158,Middle Urals Intrusions,301,-16,4,circle,3.159,0,472,444,black,byPlateId,0.755555556
7159,Lower Bardym Group,301,14,189,circle,2.897,0,472,444,black,byPlateId,0.711111111
7159,Lower Bardym Group,301,-14,9,circle,2.897,0,472,444,black,byPlateId,0.711111111
7160,Bardym Group,301,15,187,circle,3.552,0,472,444,black,byPlateId,0.822222222
7160,Bardym Group,301,-15,7,circle,3.552,0,472,444,black,byPlateId,0.822222222
7161,Belyaya River Sediments,301,3,178,circle,3.814,0,472,444,black,byPlateId,0.866666667
7161,Belyaya River Sediments,301,-3,-2,circle,3.814,0,472,444,black,byPlateId,0.866666667
7162,Belyaya River Sediments,301,1,145,circle,1.587,0,472,444,black,byPlateId,0.488888889
7162,Belyaya River Sediments,301,-1,-35,circle,1.587,0,472,444,black,byPlateId,0.488888889
7163,Belyaya River Sediments,301,-8,159,circle,1.98,0,472,444,black,byPlateId,0.555555556
7163,Belyaya River Sediments,301,8,-21,circle,1.98,0,472,444,black,byPlateId,0.555555556
7164,Belyaya River Sediments,301,2,170,circle,3.814,0,472,444,black,byPlateId,0.866666667
7164,Belyaya River Sediments,301,-2,-10,circle,3.814,0,472,444,black,byPlateId,0.866666667
7165,Kurgansk Group,301,-15,58,circle,2.897,0,472,444,black,byPlateId,0.711111111
7165,Kurgansk Group,301,15,-122,circle,2.897,0,472,444,black,byPlateId,0.711111111
7166,Kurgansk Group,301,-14,96,circle,2.766,0,472,444,black,byPlateId,0.688888889
7166,Kurgansk Group,301,14,-84,circle,2.766,0,472,444,black,byPlateId,0.688888889
7167,Kurgansk Group,301,-20,75,circle,2.373,0,472,444,black,byPlateId,0.622222222
7167,Kurgansk Group,301,20,-105,circle,2.373,0,472,444,black,byPlateId,0.622222222
7168,Kurgansk Group Combined,301,-19,80,circle,3.552,0,472,444,black,byPlateId,0.822222222
7168,Kurgansk Group Combined,301,19,-100,circle,3.552,0,472,444,black,byPlateId,0.822222222
7169,Bail Hill Volcanics,313,32.5,167.5,circle,3.0411,0,461,455,black,byPlateId,0.735555556
7169,Bail Hill Volcanics,313,-32.5,-12.5,circle,3.0411,0,461,455,black,byPlateId,0.735555556
7170,Kokpatas complex; Formation I,402,38.1,319,circle,1.7835,0,472,444,black,byPlateId,0.522222222
7170,Kokpatas complex; Formation I,402,-38.1,139,circle,1.7835,0,472,444,black,byPlateId,0.522222222
7171,Kazakhstan Basalts and Sediments,402,-11.1,149,circle,3.028,0,472,444,black,byPlateId,0.733333333
7171,Kazakhstan Basalts and Sediments,402,11.1,-31,circle,3.028,0,472,444,black,byPlateId,0.733333333
7172,Igneous allochtoneous and terrigeneous autochtoneous rocks,402,-39,78.3,circle,3.5258,0,472,444,black,byPlateId,0.817777778
7172,Igneous allochtoneous and terrigeneous autochtoneous rocks,402,39,-101.7,circle,3.5258,0,472,444,black,byPlateId,0.817777778
7173,Sakmar Sandstones,301,42.4,283.3,circle,3.4117,0,472,444,black,byPlateId,0.798422392
7173,Sakmar Sandstones,301,-42.4,103.3,circle,3.4117,0,472,444,black,byPlateId,0.798422392
7174,Great Cockup Picrite,315,-9.3,315.2,circle,3.5913,0,472,444,black,byPlateId,0.828888889
7174,Great Cockup Picrite,315,9.3,135.2,circle,3.5913,0,472,444,black,byPlateId,0.828888889
7175,Carrock Fell Gabbros,315,4.6,343.5,circle,3.9712,0,472,444,black,byPlateId,0.893333333
7175,Carrock Fell Gabbros,315,-4.6,163.5,circle,3.9712,0,472,444,black,byPlateId,0.893333333
7176,Theresa Creek Volcanics,1820,4.1,188.9,circle,3.9974,0,488,428,black,byPlateId,0.897777778
7176,Theresa Creek Volcanics,1820,-4.1,8.9,circle,3.9974,0,488,428,black,byPlateId,0.897777778
7177,Dalby Limestone,301,5,34,circle,3.9712,0,465,455,black,byPlateId,0.893333333
7177,Dalby Limestone,301,-5,-146,circle,3.9712,0,465,455,black,byPlateId,0.893333333
7178,Polar Urals Sediments,301,-13,193,circle,1.98,0,472,450,black,byPlateId,0.555555556
7178,Polar Urals Sediments,301,13,13,circle,1.98,0,472,450,black,byPlateId,0.555555556
7179,Polar Urals Sediments,301,-14,161,circle,3.683,0,472,450,black,byPlateId,0.844444444
7179,Polar Urals Sediments,301,14,-19,circle,3.683,0,472,450,black,byPlateId,0.844444444
7180,Polar Urals Sediments,301,-14,175,circle,3.945,0,472,450,black,byPlateId,0.888888889
7180,Polar Urals Sediments,301,14,-5,circle,3.945,0,472,450,black,byPlateId,0.888888889
7181,Winterville Formation,101,26,148,circle,3.3817,0,472,450,black,byPlateId,0.793333333
7181,Winterville Formation,101,-26,-32,circle,3.3817,0,472,450,black,byPlateId,0.793333333
7182,Salala Ring Complex,7151,-39.6,149.5,circle,3.3948,0,466,460,black,byPlateId,0.795555556
7182,Salala Ring Complex,7151,39.6,-30.5,circle,3.3948,0,466,460,black,byPlateId,0.795555556
7183,Karaulchekinskaya and Akozerskaya Suites,402,-21.4,95.5,circle,4.2332,0,476,450,black,byPlateId,0.937777778
7183,Karaulchekinskaya and Akozerskaya Suites,402,21.4,-84.5,circle,4.2332,0,476,450,black,byPlateId,0.937777778
7184,Borrowdale Volcanic Series,315,17.5,208.2,circle,3.1066,0,479,450,black,byPlateId,0.746666667
7184,Borrowdale Volcanic Series,315,-17.5,28.2,circle,3.1066,0,479,450,black,byPlateId,0.746666667
7185,Mweelrea Ignimbrites,313,11,218,circle,1.98,0,466,463,black,byPlateId,0.555555556
7185,Mweelrea Ignimbrites,313,-11,38,circle,1.98,0,466,463,black,byPlateId,0.555555556
7186,Lena River Sediments,401,-23,131,circle,2.897,0,468,461,black,byPlateId,0.711111111
7186,Lena River Sediments,401,23,-49,circle,2.897,0,468,461,black,byPlateId,0.711111111
7187,Lena River Sediments,401,-22,134,circle,3.683,0,468,461,black,byPlateId,0.844444444
7187,Lena River Sediments,401,22,-46,circle,3.683,0,468,461,black,byPlateId,0.844444444
7188,Tetagouche Group,101,52,352,circle,2.897,0,472,457,black,byPlateId,0.711111111
7188,Tetagouche Group,101,-52,172,circle,2.897,0,472,457,black,byPlateId,0.711111111
7189,Moyero River Sediments,401,-22.7,157.6,circle,4.1153,0,468,461,black,byPlateId,0.917777778
7189,Moyero River Sediments,401,22.7,-22.4,circle,4.1153,0,468,461,black,byPlateId,0.917777778
7190,Krivaya Luka Formation,401,-25.6,117.9,circle,3.9319,0,468,461,black,byPlateId,0.886666667
7190,Krivaya Luka Formation,401,25.6,-62.1,circle,3.9319,0,468,461,black,byPlateId,0.886666667
7191,Krivaya Luka Formation,401,-28.2,127.1,circle,4.2725,0,468,461,black,byPlateId,0.944444444
7191,Krivaya Luka Formation,401,28.2,-52.9,circle,4.2725,0,468,461,black,byPlateId,0.944444444
7192,Ukrainian Volcanics and Tuffs,301,15,206,circle,3.945,0,470,460,black,byPlateId,0.888888889
7192,Ukrainian Volcanics and Tuffs,301,-15,26,circle,3.945,0,470,460,black,byPlateId,0.888888889
7193,Ukrainian Volcanics and Tuffs,301,29,206,circle,3.552,0,470,460,black,byPlateId,0.822222222
7193,Ukrainian Volcanics and Tuffs,301,-29,26,circle,3.552,0,470,460,black,byPlateId,0.822222222
7194,Ukrainian Volcanics and Tuffs,301,23,206,circle,3.945,0,470,460,black,byPlateId,0.888888889
7194,Ukrainian Volcanics and Tuffs,301,-23,26,circle,3.945,0,470,460,black,byPlateId,0.888888889
7195,Cap de la Chevre Formation,305,12.2,299.2,circle,2.766,0,470,460,black,byPlateId,0.688888889
7195,Cap de la Chevre Formation,305,-12.2,119.2,circle,2.766,0,470,460,black,byPlateId,0.688888889
7196,Stairway Sandstone,8011,2,230.5,circle,3.29,0,470,461,black,byPlateId,0.777777778
7196,Stairway Sandstone,8011,-2,50.5,circle,3.29,0,470,461,black,byPlateId,0.777777778
7197,Borrowdale Volcanic Series,315,71,334,circle,2.504,0,470,461,black,byPlateId,0.644444444
7197,Borrowdale Volcanic Series,315,-71,154,circle,2.504,0,470,461,black,byPlateId,0.644444444
7198,Borrowdale Volcanic Series,315,0,203,circle,3.683,0,470,461,black,byPlateId,0.844444444
7198,Borrowdale Volcanic Series,315,0,23,circle,3.683,0,470,461,black,byPlateId,0.844444444
7199,Borrowdale Volcanic Series,315,6.2,198.8,circle,3.6044,0,470,461,black,byPlateId,0.831111111
7199,Borrowdale Volcanic Series,315,-6.2,18.8,circle,3.6044,0,470,461,black,byPlateId,0.831111111
7200,Ordovician volcanics,304,21.9,345.1,circle,3.814,0,488,444,black,byPlateId,0.866666667
7200,Ordovician volcanics,304,-21.9,165.1,circle,3.814,0,488,444,black,byPlateId,0.866666667
7201,Lower Setul Limestone,1695,46,76,circle,3.0673,0,488,444,black,byPlateId,0.74
7201,Lower Setul Limestone,1695,-46,-104,circle,3.0673,0,488,444,black,byPlateId,0.74
7202,Cabo de Penas Volcanics,304,22.6,342.8,circle,3.814,0,488,444,black,byPlateId,0.866666667
7202,Cabo de Penas Volcanics,304,-22.6,162.8,circle,3.814,0,488,444,black,byPlateId,0.866666667
7203,Leading Tickles Dunite,101,19,98,circle,0.801,0,488,444,black,byPlateId,0.355555556
7203,Leading Tickles Dunite,101,-19,-82,circle,0.801,0,488,444,black,byPlateId,0.355555556
7204,PMH Dykes,101,-10,137.7,circle,3.4117,0,488,444,black,byPlateId,0.798422392
7204,PMH Dykes,101,10,-42.3,circle,3.4117,0,488,444,black,byPlateId,0.798422392
7205,Ordovician Intrusives,315,68,288,circle,3.945,0,488,444,black,byPlateId,0.888888889
7205,Ordovician Intrusives,315,-68,108,circle,3.945,0,488,444,black,byPlateId,0.888888889
7206,Kildare Inlier Volcanics,315,21,176,circle,1.456,0,488,444,black,byPlateId,0.466666667
7206,Kildare Inlier Volcanics,315,-21,-4,circle,1.456,0,488,444,black,byPlateId,0.466666667
7207,Volcanics,315,29,111,circle,0.408,0,488,444,black,byPlateId,0.288888889
7207,Volcanics,315,-29,-69,circle,0.408,0,488,444,black,byPlateId,0.288888889
7208,Portrane Volcanics,315,32,146,circle,0.67,0,488,444,black,byPlateId,0.333333333
7208,Portrane Volcanics,315,-32,-34,circle,0.67,0,488,444,black,byPlateId,0.333333333
7209,Ordovician sediments; Salta,202,31,13,circle,-1.295,0,488,444,black,byPlateId,0
7209,Ordovician sediments; Salta,202,-31,-167,circle,-1.295,0,488,444,black,byPlateId,0
7210,Trenton Limestone,101,36,114,circle,3.9188,0,471,461,black,byPlateId,0.884444444
7210,Trenton Limestone,101,-36,-66,circle,3.9188,0,471,461,black,byPlateId,0.884444444
7211,Claystones; East Germany,305,12.9,150.4,circle,3.4117,0,488,444,black,byPlateId,0.798422392
7211,Claystones; East Germany,305,-12.9,-29.6,circle,3.4117,0,488,444,black,byPlateId,0.798422392
7212,Sediments,201,12,121,circle,1.718,0,488,444,black,byPlateId,0.511111111
7212,Sediments,201,-12,-59,circle,1.718,0,488,444,black,byPlateId,0.511111111
7213,Jujuy Redbeds,202,11,333.3,circle,3.4472,0,488,444,black,byPlateId,0.804444444
7213,Jujuy Redbeds,202,-11,153.3,circle,3.4472,0,488,444,black,byPlateId,0.804444444
7214,Presque Isles Volcanics,101,3.7,12.7,circle,3.945,0,488,444,black,byPlateId,0.888888889
7214,Presque Isles Volcanics,101,-3.7,-167.3,circle,3.945,0,488,444,black,byPlateId,0.888888889
7215,Tumblagooda Sandstone,8012,-26.7,33.7,circle,4.207,0,488,444,black,byPlateId,0.933333333
7215,Tumblagooda Sandstone,8012,26.7,-146.3,circle,4.207,0,488,444,black,byPlateId,0.933333333
7216,Krivaya Luka Formation,401,-32,139.4,circle,4.1939,0,468,464,black,byPlateId,0.931111111
7216,Krivaya Luka Formation,401,32,-40.6,circle,4.1939,0,468,464,black,byPlateId,0.931111111
7217,Suri Formation,2021,8.5,185.9,circle,3.6306,0,472,461,black,byPlateId,0.835555556
7217,Suri Formation,2021,-8.5,5.9,circle,3.6306,0,472,461,black,byPlateId,0.835555556
7218,Bays and Moccasin Formation,101,33.1,146.6,circle,3.6961,0,472,461,black,byPlateId,0.846666667
7218,Bays and Moccasin Formation,101,-33.1,-33.4,circle,3.6961,0,472,461,black,byPlateId,0.846666667
7219,Round Knott dolerite,315,-19.6,352.8,circle,3.2507,0,472,461,black,byPlateId,0.771111111
7219,Round Knott dolerite,315,19.6,172.8,circle,3.2507,0,472,461,black,byPlateId,0.771111111
7220,Tramore Volcanics,315,-10.9,197.9,circle,3.4865,0,472,461,black,byPlateId,0.811111111
7220,Tramore Volcanics,315,10.9,17.9,circle,3.4865,0,472,461,black,byPlateId,0.811111111
7221,Orwell Limestone/Hatch Hill Formation,101,26,161,circle,3.6044,0,472,461,black,byPlateId,0.831111111
7221,Orwell Limestone/Hatch Hill Formation,101,-26,-19,circle,3.6044,0,472,461,black,byPlateId,0.831111111
7222,Orwell Limestone/Hatch Hill Formation,101,39,142,circle,3.159,0,472,461,black,byPlateId,0.755555556
7222,Orwell Limestone/Hatch Hill Formation,101,-39,-38,circle,3.159,0,472,461,black,byPlateId,0.755555556
7223,Dolerite Intrusions; Shelve Inlier,315,8.1,41.9,circle,3.2376,0,472,461,black,byPlateId,0.768888889
7223,Dolerite Intrusions; Shelve Inlier,315,-8.1,-138.1,circle,3.2376,0,472,461,black,byPlateId,0.768888889
7224,Andesite Intrusions; Shelve Inlier,315,12.9,51,circle,2.2551,0,472,461,black,byPlateId,0.602222222
7224,Andesite Intrusions; Shelve Inlier,315,-12.9,-129,circle,2.2551,0,472,461,black,byPlateId,0.602222222
7225,Quebec Group Volcanics,101,-6,191,circle,2.111,0,472,461,black,byPlateId,0.577777778
7225,Quebec Group Volcanics,101,6,11,circle,2.111,0,472,461,black,byPlateId,0.577777778
7226,Killary Harbour ignimbrites,313,9,214,circle,1.98,0,472,461,black,byPlateId,0.555555556
7226,Killary Harbour ignimbrites,313,-9,34,circle,1.98,0,472,461,black,byPlateId,0.555555556
7227,Borrowdale Volcanics,315,14,165,circle,3.4117,0,472,461,black,byPlateId,0.798422392
7227,Borrowdale Volcanics,315,-14,-15,circle,3.4117,0,472,461,black,byPlateId,0.798422392
7228,Arenig Lavas,313,11,168,circle,3.4734,0,472,461,black,byPlateId,0.808888889
7228,Arenig Lavas,313,-11,-12,circle,3.4734,0,472,461,black,byPlateId,0.808888889
7229,Trenton Limestone,101,27,285,circle,3.945,0,472,461,black,byPlateId,0.888888889
7229,Trenton Limestone,101,-27,105,circle,3.945,0,472,461,black,byPlateId,0.888888889
7230,Trenton Limestone Conglomerate,101,9,286,circle,3.814,0,472,461,black,byPlateId,0.866666667
7230,Trenton Limestone Conglomerate,101,-9,106,circle,3.814,0,472,461,black,byPlateId,0.866666667
7231,South Urals Intrusions and Sediments,402,30,166,circle,3.552,0,472,461,black,byPlateId,0.822222222
7231,South Urals Intrusions and Sediments,402,-30,-14,circle,3.552,0,472,461,black,byPlateId,0.822222222
7232,Moyero River Sediments,401,-22,153,circle,3.29,0,472,461,black,byPlateId,0.777777778
7232,Moyero River Sediments,401,22,-27,circle,3.29,0,472,461,black,byPlateId,0.777777778
7233,Moyero River Sediments,401,-31,155,circle,4.076,0,472,461,black,byPlateId,0.911111111
7233,Moyero River Sediments,401,31,-25,circle,4.076,0,472,461,black,byPlateId,0.911111111
7234,Moyero River Sediments,401,-26,154,circle,3.945,0,472,461,black,byPlateId,0.888888889
7234,Moyero River Sediments,401,26,-26,circle,3.945,0,472,461,black,byPlateId,0.888888889
7235,Uphimsk Sediments,301,-1,171,circle,3.29,0,472,461,black,byPlateId,0.777777778
7235,Uphimsk Sediments,301,1,-9,circle,3.29,0,472,461,black,byPlateId,0.777777778
7236,Chaunceport Group,108,10,131,circle,3.683,0,472,461,black,byPlateId,0.844444444
7236,Chaunceport Group,108,-10,-49,circle,3.683,0,472,461,black,byPlateId,0.844444444
7237,Builth Inlier Volcanics and Sediments,315,-17.9,192.9,circle,3.29,0,472,461,black,byPlateId,0.777777778
7237,Builth Inlier Volcanics and Sediments,315,17.9,12.9,circle,3.29,0,472,461,black,byPlateId,0.777777778
7238,Builth Inlier Volcanics and Sediments,315,12.8,183.2,circle,4.0105,0,472,461,black,byPlateId,0.9
7238,Builth Inlier Volcanics and Sediments,315,-12.8,3.2,circle,4.0105,0,472,461,black,byPlateId,0.9
7239,Stacyville Volcanics,101,-14,180,circle,2.9756,0,472,461,black,byPlateId,0.724444444
7239,Stacyville Volcanics,101,14,0,circle,2.9756,0,472,461,black,byPlateId,0.724444444
7240,Ophiolites of Zhangystal; Itmurundy and Ushtogan Mountains,402,-25,49,circle,3.421,0,472,461,black,byPlateId,0.8
7240,Ophiolites of Zhangystal; Itmurundy and Ushtogan Mountains,402,25,-131,circle,3.421,0,472,461,black,byPlateId,0.8
7241,Arkharsu allochton gabbros,402,-24,79,circle,2.635,0,472,461,black,byPlateId,0.666666667
7241,Arkharsu allochton gabbros,402,24,-101,circle,2.635,0,472,461,black,byPlateId,0.666666667
7242,Oboly allochton basalts,402,-14,28,circle,3.028,0,472,461,black,byPlateId,0.733333333
7242,Oboly allochton basalts,402,14,-152,circle,3.028,0,472,461,black,byPlateId,0.733333333
7243,Igneous rocks combined,402,-22,51,circle,3.4117,0,472,461,black,byPlateId,0.798422392
7243,Igneous rocks combined,402,22,-129,circle,3.4117,0,472,461,black,byPlateId,0.798422392
7244,Teabeateyskaya suite,405,-6,87,circle,2.242,0,472,461,black,byPlateId,0.6
7244,Teabeateyskaya suite,405,6,-93,circle,2.242,0,472,461,black,byPlateId,0.6
7245,Bazarbaysky allochton volcanics,402,-29,57,circle,2.897,0,472,461,black,byPlateId,0.711111111
7245,Bazarbaysky allochton volcanics,402,29,-123,circle,2.897,0,472,461,black,byPlateId,0.711111111
7246,Bazarbaysky allochton metamorphics,402,-30,63,circle,3.421,0,472,461,black,byPlateId,0.8
7246,Bazarbaysky allochton metamorphics,402,30,-117,circle,3.421,0,472,461,black,byPlateId,0.8
7247,Bazarbaysky allochton combined,402,-30,60,circle,3.4117,0,472,461,black,byPlateId,0.798422392
7247,Bazarbaysky allochton combined,402,30,-120,circle,3.4117,0,472,461,black,byPlateId,0.798422392
7248,Tolpak massif,402,-18,103,circle,3.028,0,472,461,black,byPlateId,0.733333333
7248,Tolpak massif,402,18,-77,circle,3.028,0,472,461,black,byPlateId,0.733333333
7249,Mayljen sediments,402,39,251,circle,2.897,0,472,461,black,byPlateId,0.711111111
7249,Mayljen sediments,402,-39,71,circle,2.897,0,472,461,black,byPlateId,0.711111111
7250,Agyrek basalts,402,-14,150,circle,2.635,0,472,461,black,byPlateId,0.666666667
7250,Agyrek basalts,402,14,-30,circle,2.635,0,472,461,black,byPlateId,0.666666667
7251,Pillow-basalts of Itmurundin slabe,402,-24.7,50.1,circle,3.421,0,472,461,black,byPlateId,0.8
7251,Pillow-basalts of Itmurundin slabe,402,24.7,-129.9,circle,3.421,0,472,461,black,byPlateId,0.8
7252,Middle Ordovician Limestones,604,-31.5,147.7,circle,3.6568,0,472,461,black,byPlateId,0.84
7252,Middle Ordovician Limestones,604,31.5,-32.3,circle,3.6568,0,472,461,black,byPlateId,0.84
7253,Zebrak-Tocnik Pillow Lava,305,60.8,282.1,circle,1.1547,0,472,461,black,byPlateId,0.415555556
7253,Zebrak-Tocnik Pillow Lava,305,-60.8,102.1,circle,1.1547,0,472,461,black,byPlateId,0.415555556
7254,Komarov-Jivina Red Greywacke,305,67.3,175.1,circle,3.5782,0,472,461,black,byPlateId,0.826666667
7254,Komarov-Jivina Red Greywacke,305,-67.3,-4.9,circle,3.5782,0,472,461,black,byPlateId,0.826666667
7255,Baltoscandian Ordovician Carbonates,301,14,49,circle,4.0236,0,472,465,black,byPlateId,0.902222222
7255,Baltoscandian Ordovician Carbonates,301,-14,-131,circle,4.0236,0,472,465,black,byPlateId,0.902222222
7256,Newer Gabbros; Aberdeenshire,313,15.5,212,circle,3.29,0,470,468,black,byPlateId,0.777777778
7256,Newer Gabbros; Aberdeenshire,313,-15.5,32,circle,3.29,0,470,468,black,byPlateId,0.777777778
7257,Table Head Group,101,13.4,149.2,circle,4.0891,0,470,468,black,byPlateId,0.913333333
7257,Table Head Group,101,-13.4,-30.8,circle,4.0891,0,470,468,black,byPlateId,0.913333333
7258,Builth Volcanics,315,16,179,circle,3.4603,0,470,468,black,byPlateId,0.806666667
7258,Builth Volcanics,315,-16,-1,circle,3.4603,0,470,468,black,byPlateId,0.806666667
7259,Builth Volcanics,315,15,162,circle,3.4117,0,470,468,black,byPlateId,0.798422392
7259,Builth Volcanics,315,-15,-18,circle,3.4117,0,470,468,black,byPlateId,0.798422392
