URN,Description,PlateID,PoleLatitude,PoleLongitude,symbol,pseudoQ,azi,OldAge,YoungAge,border,fill,psuedoQ
6989,Silurian lavas,315,8.1,303.7,circle,2.8184,0,436,428,black,byPlateId,0.697777778
6989,Silurian lavas,315,-8.1,123.7,circle,2.8184,0,436,428,black,byPlateId,0.697777778
6990,Lough Mask Formation Lavas,313,5.3,243,circle,0.4997,0,436,428,black,byPlateId,0.304444444
6990,Lough Mask Formation Lavas,313,-5.3,63,circle,0.4997,0,436,428,black,byPlateId,0.304444444
6991,Lough Mask Formation Redbeds,313,-12.3,93,circle,3.552,0,436,428,black,byPlateId,0.822222222
6991,Lough Mask Formation Redbeds,313,12.3,-87,circle,3.552,0,436,428,black,byPlateId,0.822222222
6992,Browgill Formation,315,-13.6,313.9,circle,2.9756,0,436,428,black,byPlateId,0.724444444
6992,Browgill Formation,315,13.6,133.9,circle,2.9756,0,436,428,black,byPlateId,0.724444444
6993,Sediments of Tekturmasskaya Zone,402,-10.9,130,circle,2.635,0,438,428,black,byPlateId,0.666666667
6993,Sediments of Tekturmasskaya Zone,402,10.9,-50,circle,2.635,0,438,428,black,byPlateId,0.666666667
6994,Cowra Trough-Molong High Sediments,1853,40,211.7,circle,2.8053,0,444,423,black,byPlateId,0.695555556
6994,Cowra Trough-Molong High Sediments,1853,-40,31.7,circle,2.8053,0,444,423,black,byPlateId,0.695555556
6995,Wig Wam Formation,101,25,110,circle,2.7267,0,444,423,black,byPlateId,0.682222222
6995,Wig Wam Formation,101,-25,-70,circle,2.7267,0,444,423,black,byPlateId,0.682222222
6996,Tungus Synclise Limestones,401,40,138,circle,3.683,0,444,423,black,byPlateId,0.844444444
6996,Tungus Synclise Limestones,401,-40,-42,circle,3.683,0,444,423,black,byPlateId,0.844444444
6997,Tungus Synclise Limestones,401,33,156,circle,3.945,0,444,423,black,byPlateId,0.888888889
6997,Tungus Synclise Limestones,401,-33,-24,circle,3.945,0,444,423,black,byPlateId,0.888888889
6998,Tungus Synclise Limestones,401,36,148,circle,4.076,0,444,423,black,byPlateId,0.911111111
6998,Tungus Synclise Limestones,401,-36,-32,circle,4.076,0,444,423,black,byPlateId,0.911111111
6999,Belyaya River Sediments,301,1,170,circle,4.076,0,444,423,black,byPlateId,0.911111111
6999,Belyaya River Sediments,301,-1,-10,circle,4.076,0,444,423,black,byPlateId,0.911111111
7000,Belyaya River Sediments,301,8,176,circle,2.635,0,444,423,black,byPlateId,0.666666667
7000,Belyaya River Sediments,301,-8,-4,circle,2.635,0,444,423,black,byPlateId,0.666666667
7001,Belyaya River Sediments,301,1,171,circle,4.207,0,444,423,black,byPlateId,0.933333333
7001,Belyaya River Sediments,301,-1,-9,circle,4.207,0,444,423,black,byPlateId,0.933333333
7002,South Urals Volcanics,301,13,191,circle,3.945,0,444,423,black,byPlateId,0.888888889
7002,South Urals Volcanics,301,-13,11,circle,3.945,0,444,423,black,byPlateId,0.888888889
7003,South Urals Volcanics,301,13,193,circle,3.945,0,444,423,black,byPlateId,0.888888889
7003,South Urals Volcanics,301,-13,13,circle,3.945,0,444,423,black,byPlateId,0.888888889
7004,South Urals Volcanics,301,11,192,circle,4.076,0,444,423,black,byPlateId,0.911111111
7004,South Urals Volcanics,301,-11,12,circle,4.076,0,444,423,black,byPlateId,0.911111111
7005,Sakmarsk Group,301,16,182,circle,3.683,0,444,423,black,byPlateId,0.844444444
7005,Sakmarsk Group,301,-16,2,circle,3.683,0,444,423,black,byPlateId,0.844444444
7006,Sakmarsk Group,301,14,188,circle,4.076,0,444,423,black,byPlateId,0.911111111
7006,Sakmarsk Group,301,-14,8,circle,4.076,0,444,423,black,byPlateId,0.911111111
7007,Sakmarsk Group,301,14,185,circle,4.076,0,444,423,black,byPlateId,0.911111111
7007,Sakmarsk Group,301,-14,5,circle,4.076,0,444,423,black,byPlateId,0.911111111
7008,Almaden Volcanics,304,8,118,circle,2.766,0,444,423,black,byPlateId,0.688888889
7008,Almaden Volcanics,304,-8,-62,circle,2.766,0,444,423,black,byPlateId,0.688888889
7009,Springdale and Wigwam Formations,101,12.7,89.5,circle,2.9756,0,444,423,black,byPlateId,0.724444444
7009,Springdale and Wigwam Formations,101,-12.7,-90.5,circle,2.9756,0,444,423,black,byPlateId,0.724444444
7010,Tabinzurtinskaya Suite,401,-5.3,284.2,circle,4.0891,0,444,423,black,byPlateId,0.913333333
7010,Tabinzurtinskaya Suite,401,5.3,104.2,circle,4.0891,0,444,423,black,byPlateId,0.913333333
7011,Alay Sediments and Lavas,402,24.5,329.5,circle,3.6306,0,444,423,black,byPlateId,0.835555556
7011,Alay Sediments and Lavas,402,-24.5,149.5,circle,3.6306,0,444,423,black,byPlateId,0.835555556
7012,Kuray Ophiolites,401,45.7,226,circle,2.6743,0,444,423,black,byPlateId,0.673333333
7012,Kuray Ophiolites,401,-45.7,46,circle,2.6743,0,444,423,black,byPlateId,0.673333333
7013,South China sediments,611,-39.6,61.1,circle,3.4996,0,444,423,black,byPlateId,0.813333333
7013,South China sediments,611,39.6,-118.9,circle,3.4996,0,444,423,black,byPlateId,0.813333333
7014,Lawrenceton Formation,101,25,107.7,circle,3.5389,0,444,423,black,byPlateId,0.82
7014,Lawrenceton Formation,101,-25,-72.3,circle,3.5389,0,444,423,black,byPlateId,0.82
7015,Microdiorite Appinite Suite,303,16.5,166.4,circle,3.7878,0,450,420,black,byPlateId,0.862222222
7015,Microdiorite Appinite Suite,303,-16.5,-13.6,circle,3.7878,0,450,420,black,byPlateId,0.862222222
7016,Dolerite Intrusions,303,14.7,167.5,circle,3.2769,0,450,420,black,byPlateId,0.775555556
7016,Dolerite Intrusions,303,-14.7,-12.5,circle,3.2769,0,450,420,black,byPlateId,0.775555556
7017,Microdiorite-Dolerite Suite WNW/ENE Directions,303,4.9,235.6,circle,3.4734,0,450,420,black,byPlateId,0.808888889
7017,Microdiorite-Dolerite Suite WNW/ENE Directions,303,-4.9,55.6,circle,3.4734,0,450,420,black,byPlateId,0.808888889
7018,Lawrenceton Formation,101,13,125,circle,3.3948,0,444,428,black,byPlateId,0.795555556
7018,Lawrenceton Formation,101,-13,-55,circle,3.3948,0,444,428,black,byPlateId,0.795555556
7019,Wigwam Formation,108,32.3,129.2,circle,3.3948,0,444,428,black,byPlateId,0.795555556
7019,Wigwam Formation,108,-32.3,-50.8,circle,3.3948,0,444,428,black,byPlateId,0.795555556
7020,Corndon Hill Phacolith; Shelve Inlier,315,15.3,69,circle,3.3555,0,444,428,black,byPlateId,0.788888889
7020,Corndon Hill Phacolith; Shelve Inlier,315,-15.3,-111,circle,3.3555,0,444,428,black,byPlateId,0.788888889
7021,Moel-y-Golfa Andesite; Breidden Hill Inlier,315,16,62,circle,3.4117,0,444,428,black,byPlateId,0.798422392
7021,Moel-y-Golfa Andesite; Breidden Hill Inlier,315,-16,-118,circle,3.4117,0,444,428,black,byPlateId,0.798422392
7022,Shelve-Longmynd; E-W dykes combined,315,16.4,49.6,circle,3.7616,0,444,428,black,byPlateId,0.857777778
7022,Shelve-Longmynd; E-W dykes combined,315,-16.4,-130.4,circle,3.7616,0,444,428,black,byPlateId,0.857777778
7023,Snead Phacolith; Shelve Inlier,315,18.4,45.8,circle,2.5433,0,444,428,black,byPlateId,0.651111111
7023,Snead Phacolith; Shelve Inlier,315,-18.4,-134.2,circle,2.5433,0,444,428,black,byPlateId,0.651111111
7024,South Urals Dolomites,301,38,166,circle,3.028,0,444,428,black,byPlateId,0.733333333
7024,South Urals Dolomites,301,-38,-14,circle,3.028,0,444,428,black,byPlateId,0.733333333
7025,Chineta Group,401,-3,138,circle,3.421,0,444,428,black,byPlateId,0.8
7025,Chineta Group,401,3,-42,circle,3.421,0,444,428,black,byPlateId,0.8
7026,Chineta Group,401,-4,144,circle,4.338,0,444,428,black,byPlateId,0.955555556
7026,Chineta Group,401,4,-36,circle,4.338,0,444,428,black,byPlateId,0.955555556
7027,Chineta Group,401,-3,139,circle,3.945,0,444,428,black,byPlateId,0.888888889
7027,Chineta Group,401,3,-41,circle,3.945,0,444,428,black,byPlateId,0.888888889
7028,North Caucasus Volcanics and Tuffs,513,18,139,circle,3.552,0,444,428,black,byPlateId,0.822222222
7028,North Caucasus Volcanics and Tuffs,513,-18,-41,circle,3.552,0,444,428,black,byPlateId,0.822222222
7029,North Caucasus Volcanics and Tuffs,513,24,145,circle,2.635,0,444,428,black,byPlateId,0.666666667
7029,North Caucasus Volcanics and Tuffs,513,-24,-35,circle,2.635,0,444,428,black,byPlateId,0.666666667
7030,North Caucasus Volcanics and Tuffs,513,20,140,circle,3.421,0,444,428,black,byPlateId,0.8
7030,North Caucasus Volcanics and Tuffs,513,-20,-40,circle,3.421,0,444,428,black,byPlateId,0.8
7031,Polyakovka Group,301,-6,164,circle,3.683,0,444,428,black,byPlateId,0.844444444
7031,Polyakovka Group,301,6,-16,circle,3.683,0,444,428,black,byPlateId,0.844444444
7032,South Urals Intrusions and Sediments,301,30,170,circle,2.111,0,444,428,black,byPlateId,0.577777778
7032,South Urals Intrusions and Sediments,301,-30,-10,circle,2.111,0,444,428,black,byPlateId,0.577777778
7033,Lena River Sediments,401,-3,102,circle,3.421,0,444,428,black,byPlateId,0.8
7033,Lena River Sediments,401,3,-78,circle,3.421,0,444,428,black,byPlateId,0.8
7034,Uphimsk Sediments,301,-5,168,circle,3.945,0,444,428,black,byPlateId,0.888888889
7034,Uphimsk Sediments,301,5,-12,circle,3.945,0,444,428,black,byPlateId,0.888888889
7035,Polar Urals Limestones,301,-21,184,circle,2.373,0,444,428,black,byPlateId,0.622222222
7035,Polar Urals Limestones,301,21,4,circle,2.373,0,444,428,black,byPlateId,0.622222222
7036,North Mugojary Tuffs and Sediments,301,-5.3,171.5,circle,2.897,0,444,428,black,byPlateId,0.711111111
7036,North Mugojary Tuffs and Sediments,301,5.3,-8.5,circle,2.897,0,444,428,black,byPlateId,0.711111111
7037,North Caucasus Sediments,301,25,154,circle,3.028,0,444,428,black,byPlateId,0.733333333
7037,North Caucasus Sediments,301,-25,-26,circle,3.028,0,444,428,black,byPlateId,0.733333333
7038,Suryuktyakhskaya suite,405,4,84,circle,3.552,0,444,428,black,byPlateId,0.822222222
7038,Suryuktyakhskaya suite,405,-4,-96,circle,3.552,0,444,428,black,byPlateId,0.822222222
7039,Blyavinskaya suite,301,13,184,circle,3.29,0,444,428,black,byPlateId,0.777777778
7039,Blyavinskaya suite,301,-13,4,circle,3.29,0,444,428,black,byPlateId,0.777777778
7040,Kokpatas complex; Formation II,402,64.8,225.3,circle,3.3162,0,444,428,black,byPlateId,0.782222222
7040,Kokpatas complex; Formation II,402,-64.8,45.3,circle,3.3162,0,444,428,black,byPlateId,0.782222222
7041,Lipeon Formation,202,74.9,34.8,circle,2.9232,0,444,428,black,byPlateId,0.715555556
7041,Lipeon Formation,202,-74.9,-145.2,circle,2.9232,0,444,428,black,byPlateId,0.715555556
7042,Chatswood Limestone and Ninmaroo Formation,8011,57.2,359.3,circle,3.1066,0,444,428,black,byPlateId,0.746666667
7042,Chatswood Limestone and Ninmaroo Formation,8011,-57.2,179.3,circle,3.1066,0,444,428,black,byPlateId,0.746666667
7043,Chingiz Range Silurian Volcanics and Red Beds,402,-33.6,32.7,circle,2.8577,0,444,428,black,byPlateId,0.704444444
7043,Chingiz Range Silurian Volcanics and Red Beds,402,33.6,-147.3,circle,2.8577,0,444,428,black,byPlateId,0.704444444
7044,Thelkeld-St.John's Granite,315,20.3,317.6,circle,3.9843,0,444,432,black,byPlateId,0.895555556
7044,Thelkeld-St.John's Granite,315,-20.3,137.6,circle,3.9843,0,444,432,black,byPlateId,0.895555556
7045,Marhaum Formation,5011,-11.5,200,circle,3.29,0,461,416,black,byPlateId,0.777777778
7045,Marhaum Formation,5011,11.5,20,circle,3.29,0,461,416,black,byPlateId,0.777777778
7046,Dunn Point Volcanics,108,-2,136,circle,4.0498,0,449,428,black,byPlateId,0.906666667
7046,Dunn Point Volcanics,108,2,-44,circle,4.0498,0,449,428,black,byPlateId,0.906666667
7047,Polar Urals Pillow-Lavas,301,-41.8,87,circle,3.028,0,450,428,black,byPlateId,0.733333333
7047,Polar Urals Pillow-Lavas,301,41.8,-93,circle,3.028,0,450,428,black,byPlateId,0.733333333
7048,Dunn Point Volcanics,108,2,130,circle,4.0629,0,449,430,black,byPlateId,0.908888889
7048,Dunn Point Volcanics,108,-2,-50,circle,4.0629,0,449,430,black,byPlateId,0.908888889
7049,Wissahickon gneiss and amphibolite,109,48.1,288.3,circle,2.5171,0,445,435,black,byPlateId,0.646666667
7049,Wissahickon gneiss and amphibolite,109,-48.1,108.3,circle,2.5171,0,445,435,black,byPlateId,0.646666667
7050,Arden Pluton,109,-16.2,123.1,circle,2.8184,0,450,430,black,byPlateId,0.697777778
7050,Arden Pluton,109,16.2,-56.9,circle,2.8184,0,450,430,black,byPlateId,0.697777778
7051,Table Head Group,101,10.7,142.1,circle,3.1721,0,461,420,black,byPlateId,0.757777778
7051,Table Head Group,101,-10.7,-37.9,circle,3.1721,0,461,420,black,byPlateId,0.757777778
7052,St. Mary's Sills,108,10.3,140,circle,3.421,0,443,439,black,byPlateId,0.8
7052,St. Mary's Sills,108,-10.3,-40,circle,3.421,0,443,439,black,byPlateId,0.8
7053,Agadyr Basalts and Jaspers,402,-20.5,52.8,circle,4.076,0,461,423,black,byPlateId,0.911111111
7053,Agadyr Basalts and Jaspers,402,20.5,-127.2,circle,4.076,0,461,423,black,byPlateId,0.911111111
7054,Midlands Minor Intrusions,315,62.2,231.1,circle,3.2376,0,445,439,black,byPlateId,0.768888889
7054,Midlands Minor Intrusions,315,-62.2,51.1,circle,3.2376,0,445,439,black,byPlateId,0.768888889
7055,Pre-Devonian Plutons,2021,0,271,circle,3.6044,0,455,430,black,byPlateId,0.831111111
7055,Pre-Devonian Plutons,2021,0,91,circle,3.6044,0,455,430,black,byPlateId,0.831111111
7056,Unicoi Basalts; Blue Ridge Province,101,13.7,142.5,circle,3.4079,0,458,428,black,byPlateId,0.797777778
7056,Unicoi Basalts; Blue Ridge Province,101,-13.7,-37.5,circle,3.4079,0,458,428,black,byPlateId,0.797777778
7057,Thouars Massif,305,34.4,5.1,circle,3.683,0,453,435,black,byPlateId,0.844444444
7057,Thouars Massif,305,-34.4,-174.9,circle,3.683,0,453,435,black,byPlateId,0.844444444
7058,Borrolan Ledmorite,303,10,189.7,circle,3.7092,0,461,428,black,byPlateId,0.848888889
7058,Borrolan Ledmorite,303,-10,9.7,circle,3.7092,0,461,428,black,byPlateId,0.848888889
7059,Borrolan pseudoleucite,303,23.6,178,circle,2.5564,0,461,428,black,byPlateId,0.653333333
7059,Borrolan pseudoleucite,303,-23.6,-2,circle,2.5564,0,461,428,black,byPlateId,0.653333333
7060,Ben Loyal syenite complex,303,4.2,178,circle,2.5564,0,461,428,black,byPlateId,0.653333333
7060,Ben Loyal syenite complex,303,-4.2,-2,circle,2.5564,0,461,428,black,byPlateId,0.653333333
7061,Pakhuis; Cedarberg Formations,7013,25,343,circle,2.242,0,461,428,black,byPlateId,0.6
7061,Pakhuis; Cedarberg Formations,7013,-25,163,circle,2.242,0,461,428,black,byPlateId,0.6
7062,Bratsk Group,401,-17,108,circle,3.814,0,461,428,black,byPlateId,0.866666667
7062,Bratsk Group,401,17,-72,circle,3.814,0,461,428,black,byPlateId,0.866666667
7063,Agadyrskaya Zone Lavas and Jaspers,402,-21,63,circle,4.076,0,461,428,black,byPlateId,0.911111111
7063,Agadyrskaya Zone Lavas and Jaspers,402,21,-117,circle,4.076,0,461,428,black,byPlateId,0.911111111
7064,Moyero River Sediments,401,-13.9,124.1,circle,3.5389,0,450,439,black,byPlateId,0.82
7064,Moyero River Sediments,401,13.9,-55.9,circle,3.5389,0,450,439,black,byPlateId,0.82
7065,Mascot-Jefferson City District; Limestone,101,10.3,131.1,circle,3.8271,0,461,428,black,byPlateId,0.868888889
7065,Mascot-Jefferson City District; Limestone,101,-10.3,-48.9,circle,3.8271,0,461,428,black,byPlateId,0.868888889
7066,Georgina Basin Carbonates,8011,-8,216.8,circle,3.9057,0,461,428,black,byPlateId,0.882222222
7066,Georgina Basin Carbonates,8011,8,36.8,circle,3.9057,0,461,428,black,byPlateId,0.882222222
7067,Campo-Alegre Formation,2011,43,20,circle,4.076,0,460,430,black,byPlateId,0.911111111
7067,Campo-Alegre Formation,2011,-43,-160,circle,4.076,0,460,430,black,byPlateId,0.911111111
7068,Cape Breton Island Younger Granites,108,-16,139,circle,4.076,0,460,430,black,byPlateId,0.911111111
7068,Cape Breton Island Younger Granites,108,16,-41,circle,4.076,0,460,430,black,byPlateId,0.911111111
7069,Juniata Formation,101,21,105,circle,3.2638,0,450,440,black,byPlateId,0.773333333
7069,Juniata Formation,101,-21,-75,circle,3.2638,0,450,440,black,byPlateId,0.773333333
7070,Juniata Formation,101,19,128,circle,2.2289,0,450,440,black,byPlateId,0.597777778
7070,Juniata Formation,101,-19,-52,circle,2.2289,0,450,440,black,byPlateId,0.597777778
7071,Juniata Formation,101,22,110,circle,3.4117,0,450,440,black,byPlateId,0.798422392
7071,Juniata Formation,101,-22,-70,circle,3.4117,0,450,440,black,byPlateId,0.798422392
7072,Threlkeld-St.Johns Granodiorite,315,68.3,88,circle,2.635,0,460,430,black,byPlateId,0.666666667
7072,Threlkeld-St.Johns Granodiorite,315,-68.3,-92,circle,2.635,0,460,430,black,byPlateId,0.666666667
7073,Scandinavian Intrusions and Metamorphics,301,9,2,circle,3.4996,0,460,430,black,byPlateId,0.813333333
7073,Scandinavian Intrusions and Metamorphics,301,-9,-178,circle,3.4996,0,460,430,black,byPlateId,0.813333333
7074,Karmoy Ophiolite,301,51.9,105.8,circle,3.9712,0,455,435,black,byPlateId,0.893333333
7074,Karmoy Ophiolite,301,-51.9,-74.2,circle,3.9712,0,455,435,black,byPlateId,0.893333333
7075,Karmoy Ophiolite,301,17.1,31.2,circle,3.6699,0,455,435,black,byPlateId,0.842222222
7075,Karmoy Ophiolite,301,-17.1,-148.8,circle,3.6699,0,455,435,black,byPlateId,0.842222222
7076,Karmoy Ophiolite,301,63.6,244.7,circle,3.5782,0,455,435,black,byPlateId,0.826666667
7076,Karmoy Ophiolite,301,-63.6,64.7,circle,3.5782,0,455,435,black,byPlateId,0.826666667
7077,Kattnakken Ignimbrite,301,18.1,286.7,circle,3.5258,0,450,440,black,byPlateId,0.817777778
7077,Kattnakken Ignimbrite,301,-18.1,106.7,circle,3.5258,0,450,440,black,byPlateId,0.817777778
7078,Borrowdale Volcanic Group,315,8.1,6.2,circle,3.6961,0,450,440,black,byPlateId,0.846666667
7078,Borrowdale Volcanic Group,315,-8.1,-173.8,circle,3.6961,0,450,440,black,byPlateId,0.846666667
7079,Wekach Lake Gabbro,101,25,137,circle,1.849,0,460,430,black,byPlateId,0.533333333
7079,Wekach Lake Gabbro,101,-25,-43,circle,1.849,0,460,430,black,byPlateId,0.533333333
7080,Canisp Porphyry and Contact,303,9.7,152.6,circle,4.0236,0,460,430,black,byPlateId,0.902222222
7080,Canisp Porphyry and Contact,303,-9.7,-27.4,circle,4.0236,0,460,430,black,byPlateId,0.902222222
7081,Upper Makarovo Formation,401,3.1,118.1,circle,2.8839,0,447,444,black,byPlateId,0.708888889
7081,Upper Makarovo Formation,401,-3.1,-61.9,circle,2.8839,0,447,444,black,byPlateId,0.708888889
7082,Lena River Sediments,401,-21,127,circle,3.945,0,450,444,black,byPlateId,0.888888889
7082,Lena River Sediments,401,21,-53,circle,3.945,0,450,444,black,byPlateId,0.888888889
7083,Slyudyankinskaya suite,401,-4.8,151.6,circle,2.504,0,464,430,black,byPlateId,0.644444444
7083,Slyudyankinskaya suite,401,4.8,-28.4,circle,2.504,0,464,430,black,byPlateId,0.644444444
7084,Dobra Sandstone,305,-2.8,168.6,circle,2.1765,0,450,444,black,byPlateId,0.588888889
7084,Dobra Sandstone,305,2.8,-11.4,circle,2.1765,0,450,444,black,byPlateId,0.588888889
7085,Komstad Limestone; Scania,301,4,192,circle,4.0105,0,450,444,black,byPlateId,0.9
7085,Komstad Limestone; Scania,301,-4,12,circle,4.0105,0,450,444,black,byPlateId,0.9
7086,Ashgillian Minor Intrusives; Builth Inlier,315,2,182,circle,3.1328,0,450,447,black,byPlateId,0.751111111
7086,Ashgillian Minor Intrusives; Builth Inlier,315,-2,2,circle,3.1328,0,450,447,black,byPlateId,0.751111111
7087,Middle Makarovo Formation,401,-21.1,109,circle,2.3337,0,450,447,black,byPlateId,0.615555556
7087,Middle Makarovo Formation,401,21.1,-71,circle,2.3337,0,450,447,black,byPlateId,0.615555556
7088,Descon Formation sediments,128,19.9,118.9,circle,3.5127,0,461,438,black,byPlateId,0.815555556
7088,Descon Formation sediments,128,-19.9,-61.1,circle,3.5127,0,461,438,black,byPlateId,0.815555556
7089,Cordova Gabbro,101,31,102,circle,3.2245,0,480,420,black,byPlateId,0.766666667
7089,Cordova Gabbro,101,-31,-78,circle,3.2245,0,480,420,black,byPlateId,0.766666667
7090,Ordovician-Silurian sediments,101,27.7,141.6,circle,3.6437,0,472,428,black,byPlateId,0.837777778
7090,Ordovician-Silurian sediments,101,-27.7,-38.4,circle,3.6437,0,472,428,black,byPlateId,0.837777778
7091,Vosistek Group,301,6.5,55.2,circle,1.849,0,472,428,black,byPlateId,0.533333333
7091,Vosistek Group,301,-6.5,-124.8,circle,1.849,0,472,428,black,byPlateId,0.533333333
7092,Tkenekty massif,402,-16,44.8,circle,2.6219,0,472,428,black,byPlateId,0.664444444
7092,Tkenekty massif,402,16,-135.2,circle,2.6219,0,472,428,black,byPlateId,0.664444444
7093,Catoctin Basalts,101,18.7,133.6,circle,3.421,0,460,440,black,byPlateId,0.8
7093,Catoctin Basalts,101,-18.7,-46.4,circle,3.421,0,460,440,black,byPlateId,0.8
7094,Mt. Keinath Monzogranite,802,31,209,circle,2.7529,0,454,446,black,byPlateId,0.686666667
7094,Mt. Keinath Monzogranite,802,-31,29,circle,2.7529,0,454,446,black,byPlateId,0.686666667
7095,Cautley rhyolite,315,51,162,circle,2.9232,0,458,444,black,byPlateId,0.715555556
7095,Cautley rhyolite,315,-51,-18,circle,2.9232,0,458,444,black,byPlateId,0.715555556
7096,Urucum Formation,201,17.4,346.8,circle,3.2245,0,488,416,black,byPlateId,0.766666667
7096,Urucum Formation,201,-17.4,166.8,circle,3.2245,0,488,416,black,byPlateId,0.766666667
7097,Buyanki Siltstone,628,-36.6,96.9,circle,3.0411,0,488,416,black,byPlateId,0.735555556
7097,Buyanki Siltstone,628,36.6,-83.1,circle,3.0411,0,488,416,black,byPlateId,0.735555556
7098,Kremovo Sandstone,628,-39.7,72.7,circle,3.6699,0,488,416,black,byPlateId,0.842222222
7098,Kremovo Sandstone,628,39.7,-107.3,circle,3.6699,0,488,416,black,byPlateId,0.842222222
7099,Ordovician dolerites,305,3,179.4,circle,3.5258,0,461,444,black,byPlateId,0.817777778
7099,Ordovician dolerites,305,-3,-0.6,circle,3.5258,0,461,444,black,byPlateId,0.817777778
7100,Caradocian Tuffs; Welsh Borderlands,315,23.4,178.4,circle,2.2027,0,461,444,black,byPlateId,0.593333333
7100,Caradocian Tuffs; Welsh Borderlands,315,-23.4,-1.6,circle,2.2027,0,461,444,black,byPlateId,0.593333333
7101,Juniata Formation,101,31.5,114.4,circle,3.9581,0,461,444,black,byPlateId,0.891111111
7101,Juniata Formation,101,-31.5,-65.6,circle,3.9581,0,461,444,black,byPlateId,0.891111111
7102,Coimbra Volcanics,304,3,248,circle,3.4117,0,461,444,black,byPlateId,0.798422392
7102,Coimbra Volcanics,304,-3,68,circle,3.4117,0,461,444,black,byPlateId,0.798422392
7103,Beemerville Alkaline Complex,101,35,126,circle,1.98,0,461,444,black,byPlateId,0.555555556
7103,Beemerville Alkaline Complex,101,-35,-54,circle,1.98,0,461,444,black,byPlateId,0.555555556
7104,Sediments,305,20,72,circle,1.718,0,461,444,black,byPlateId,0.511111111
7104,Sediments,305,-20,-108,circle,1.718,0,461,444,black,byPlateId,0.511111111
7105,Juniata Formation,101,20,153,circle,3.552,0,461,444,black,byPlateId,0.822222222
7105,Juniata Formation,101,-20,-27,circle,3.552,0,461,444,black,byPlateId,0.822222222
7106,Zahoramy layers,305,9,62,circle,3.4117,0,461,444,black,byPlateId,0.798422392
7106,Zahoramy layers,305,-9,-118,circle,3.4117,0,461,444,black,byPlateId,0.798422392
7107,Lower Bratsk Group,401,-20,120,circle,4.076,0,461,444,black,byPlateId,0.911111111
7107,Lower Bratsk Group,401,20,-60,circle,4.076,0,461,444,black,byPlateId,0.911111111
7108,Bratsk Group Combined,401,-19,131,circle,4.076,0,461,444,black,byPlateId,0.911111111
7108,Bratsk Group Combined,401,19,-49,circle,4.076,0,461,444,black,byPlateId,0.911111111
7109,Bratsk Group Combined,401,-18,134,circle,4.076,0,461,444,black,byPlateId,0.911111111
7109,Bratsk Group Combined,401,18,-46,circle,4.076,0,461,444,black,byPlateId,0.911111111
7110,Bratsk Group Combined,401,-23,131,circle,3.29,0,461,444,black,byPlateId,0.777777778
7110,Bratsk Group Combined,401,23,-49,circle,3.29,0,461,444,black,byPlateId,0.777777778
7111,Bratsk Group Combined,401,-19,133,circle,4.207,0,461,444,black,byPlateId,0.933333333
7111,Bratsk Group Combined,401,19,-47,circle,4.207,0,461,444,black,byPlateId,0.933333333
7112,Richmond Group,101,33,105,circle,3.4603,0,461,444,black,byPlateId,0.806666667
7112,Richmond Group,101,-33,-75,circle,3.4603,0,461,444,black,byPlateId,0.806666667
7113,Richmond Group,101,54,116,circle,3.5127,0,461,444,black,byPlateId,0.815555556
7113,Richmond Group,101,-54,-64,circle,3.5127,0,461,444,black,byPlateId,0.815555556
7114,Embleton Diorites,315,14,16,circle,2.635,0,461,444,black,byPlateId,0.666666667
7114,Embleton Diorites,315,-14,-164,circle,2.635,0,461,444,black,byPlateId,0.666666667
7115,Carrock Dykes,315,67.7,124.3,circle,3.0673,0,461,444,black,byPlateId,0.74
7115,Carrock Dykes,315,-67.7,-55.7,circle,3.0673,0,461,444,black,byPlateId,0.74
7116,Shap Granite,315,36,148,circle,1.8097,0,461,444,black,byPlateId,0.526666667
7116,Shap Granite,315,-36,-32,circle,1.8097,0,461,444,black,byPlateId,0.526666667
7117,Tregor Dolerites,305,11,182,circle,3.421,0,461,444,black,byPlateId,0.8
7117,Tregor Dolerites,305,-11,2,circle,3.421,0,461,444,black,byPlateId,0.8
7118,Srednejarlykskaya suite,405,-11,174,circle,2.635,0,461,444,black,byPlateId,0.666666667
7118,Srednejarlykskaya suite,405,11,-6,circle,2.635,0,461,444,black,byPlateId,0.666666667
7119,Jarlykskaya suite,405,-17,218,circle,3.159,0,461,444,black,byPlateId,0.755555556
7119,Jarlykskaya suite,405,17,38,circle,3.159,0,461,444,black,byPlateId,0.755555556
7120,Martinsburg Formation,101,20,119,circle,3.814,0,461,444,black,byPlateId,0.866666667
7120,Martinsburg Formation,101,-20,-61,circle,3.814,0,461,444,black,byPlateId,0.866666667
7121,Agyrek rocks,402,-8,146,circle,2.111,0,461,444,black,byPlateId,0.577777778
7121,Agyrek rocks,402,8,-34,circle,2.111,0,461,444,black,byPlateId,0.577777778
7122,Mayljen sediments,402,38,264,circle,3.29,0,461,444,black,byPlateId,0.777777778
7122,Mayljen sediments,402,-38,84,circle,3.29,0,461,444,black,byPlateId,0.777777778
7123,Barrandian Basin Sediments and Volcanics,305,80,180,circle,3.3555,0,461,444,black,byPlateId,0.788888889
7123,Barrandian Basin Sediments and Volcanics,305,-80,0,circle,3.3555,0,461,444,black,byPlateId,0.788888889
7124,Pyerara Dyke Swarm,301,-12.4,340.5,circle,3.29,0,461,444,black,byPlateId,0.777777778
