90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
90.0,0.0,102
