9999 9999,GPML,nolabel,none,black,byPlateId,1,0
 101 4500.0   -inf UN   0   0   0     0
  30.9960  -11.4509 3
  30.8541  -11.3540 2
  30.6408  -11.1363 2
  30.3995  -10.8556 2
  30.2287  -10.6201 2
  30.0836  -10.4385 2
  29.9907  -10.2977 2
  29.8661  -10.0369 2
  29.7221   -9.7476 2
  29.5432   -9.4262 2
  29.4219   -9.2093 2
  29.3355   -9.0591 2
  29.2362   -8.8857 2
  29.1308   -8.6917 2
  29.0170   -8.4939 2
  28.9031   -8.3291 2
  28.7501   -8.1216 2
  28.6151   -7.9285 2
  28.5113   -7.7995 2
  28.3961   -7.6631 2
  28.2735   -7.4852 2
  28.1650   -7.3469 2
  28.0615   -7.2084 2
  27.9162   -6.9962 2
  27.7276   -6.7475 2
  27.5321   -6.4846 2
  27.4029   -6.2636 2
  27.2497   -6.0641 2
  27.0958   -5.8540 2
  26.9849   -5.6778 2
  26.8642   -5.4720 2
  26.7201   -5.2181 2
  26.5629   -4.9682 2
  26.3921   -4.6732 2
  26.2013   -4.3407 2
  26.0609   -4.0804 2
  25.9312   -3.8271 2
  25.7901   -3.5903 2
  25.6468   -3.3247 2
  25.4698   -3.0638 2
  25.3297   -2.8409 2
  25.3198   -2.5621 2
  24.9458   -2.4296 2
  24.5339   -2.3186 2
  24.2035   -2.1932 2
  23.8268   -2.0030 2
  23.4894   -1.7854 2
  23.1624   -1.5339 2
  22.9231   -1.3159 2
  22.7265   -1.1495 2
  22.6002   -1.0316 2
  22.4461   -0.8757 2
  22.1381   -0.5986 2
  21.9234   -0.4251 2
  21.5162   -0.1490 2
  21.1116    0.0520 2
  20.5788    0.2093 2
  19.9779    0.2459 2
  19.7244    0.4351 2
  19.0698    0.3278 2
  18.6398    0.5098 2
  18.4422    0.6874 2
  18.2225    0.8589 2
  18.0287    1.0199 2
  17.6168    1.2173 2
  16.8881    1.2325 2
  16.3441    1.0822 2
  15.7981    0.9698 2
  15.2580    0.8063 2
  14.6218    0.5543 2
  14.2209    0.3021 2
  13.8094    0.1020 2
  13.1709   -0.1390 2
  12.8610   -0.4252 2
  12.4242   -0.7113 2
  11.7108   -0.7941 2
  11.1692   -0.5427 2
  10.8716   -0.2710 2
  10.6047   -0.0297 2
  10.2864    0.1539 2
   9.8290    0.4214 2
   9.3052    0.6125 2
   8.8146    0.7175 2
   8.3586    0.8346 2
   7.8785    0.9414 2
   7.4493    1.0490 2
   6.9459    1.2181 2
   6.4887    1.4743 2
   6.0488    1.8136 2
   5.7682    2.1318 2
   5.6365    2.3790 2
   5.4612    2.8358 2
   5.3324    3.1866 2
   5.1861    3.5244 2
   4.9046    3.9352 2
   4.4518    4.3325 2
   4.0919    4.5788 2
   3.6455    4.8929 2
   3.0748    5.2676 2
   2.5082    5.6498 2
   1.8988    5.9790 2
   1.1815    6.1003 2
   1.1164    5.7690 2
   1.0437    5.5270 2
   0.9331    5.2442 2
   0.8238    4.9813 2
   0.6845    4.6422 2
   0.5107    4.1679 2
   0.1223    3.7623 2
  -0.2549    3.3469 2
  -0.6509    2.9155 2
  -0.8888    2.5513 2
  -1.0787    2.1332 2
  -1.2362    1.7140 2
  -1.4152    1.3610 2
  -1.6142    0.9960 2
  -1.7697    0.5866 2
  -1.8832    0.2479 2
  -1.9366   -0.0204 2
  -1.9490   -0.3256 2
  -1.9489   -0.7211 2
  -1.8996   -1.2368 2
  -1.8639   -1.6173 2
  -1.9064   -2.1511 2
  -1.8846   -2.6693 2
  -1.8887   -3.0699 2
  -2.0236   -3.6588 2
  -2.4456   -4.5035 2
  -2.7877   -5.0725 2
  -3.0548   -5.6701 2
  -3.3927   -6.3725 2
  -3.5747   -6.8205 2
  -3.8303   -7.3317 2
  -4.2376   -7.7625 2
  -4.7637   -8.2636 2
  -5.2123   -8.5913 2
  -5.7275   -9.1688 2
  -6.2192   -9.8113 2
  -6.7999  -10.1506 2
  -6.9739  -10.5474 2
  -6.9685  -10.8740 2
  -7.0400  -11.4412 2
  -7.1122  -12.1572 2
  -7.2144  -12.7301 2
  -7.3639  -13.2046 2
  -7.5329  -13.6852 2
  -7.7558  -14.2869 2
  -8.2462  -15.1443 2
  -8.5181  -15.6824 2
  -8.7893  -16.1590 2
  -9.0757  -16.6468 2
  -9.2987  -17.0120 2
  -9.5896  -17.3287 2
  -9.8688  -17.8418 2
 -10.1583  -18.4905 2
 -10.4014  -19.1532 2
 -10.5622  -19.6602 2
 -10.7481  -20.2962 2
 -10.8965  -20.9428 2
 -11.0280  -21.5987 2
 -11.0205  -22.3006 2
 -11.0340  -22.8797 2
 -11.0013  -23.5253 2
 -10.9462  -24.2501 2
 -10.8329  -24.9713 2
 -10.7296  -25.6800 2
 -10.5540  -26.4305 2
 -10.3033  -27.1424 2
 -10.0473  -27.8086 2
  -9.8921  -28.6198 2
  -9.5053  -29.1471 2
  -9.2527  -29.5734 2
  -9.0280  -29.8665 2
  -8.8338  -30.2459 2
  -8.6903  -30.6116 2
  -8.5956  -31.1519 2
  -8.5356  -31.7405 2
  -8.6343  -32.3554 2
  -8.7779  -33.0704 2
  -8.9145  -33.9194 2
  -8.9620  -34.6754 2
  -8.9133  -35.5414 2
  -8.7740  -36.3884 2
  -8.7600  -36.8825 2
  -9.2540  -37.2787 2
  -9.7931  -37.4717 2
 -10.2441  -37.6246 2
 -10.6486  -37.8831 2
 -10.2574  -38.5191 2
  -9.9935  -38.9714 2
  -9.5050  -39.4903 2
  -9.0356  -39.9575 2
  -8.4366  -40.1953 2
  -7.4209  -39.8301 2
  -6.6348  -39.4771 2
  -5.3949  -38.6068 2
  -4.6204  -38.2029 2
  -4.0108  -38.0955 2
  -3.4453  -38.1771 2
  -2.9449  -38.5317 2
  -2.4880  -38.7753 2
  -2.0703  -38.8866 2
  -1.7313  -38.9536 2
  -1.3153  -38.7664 2
  -0.7272  -38.3338 2
  -0.2482  -37.8281 2
   0.0395  -37.2542 2
   0.2304  -36.6456 2
   0.6008  -35.9577 2
   1.0219  -35.4204 2
   1.4407  -35.0877 2
   2.1248  -34.6571 2
   2.9196  -34.2023 2
   3.8928  -33.7313 2
   4.6905  -33.4532 2
   5.6152  -33.1700 2
   6.5660  -32.9267 2
   7.3481  -32.8487 2
   8.1095  -32.8465 2
   8.7992  -32.8625 2
   9.2813  -32.8384 2
   9.8815  -32.7449 2
  10.5020  -32.5813 2
  11.0239  -32.3734 2
  11.8528  -32.0915 2
  12.6925  -31.9694 2
  13.5036  -31.7290 2
  14.1451  -31.5936 2
  14.7093  -31.4088 2
  15.2434  -31.2193 2
  15.7985  -31.0097 2
  16.4950  -30.6953 2
  16.9337  -30.4764 2
  17.4714  -30.3284 2
