URN,Label,PlateID,erlat,erlon,Symbol,Size,Azimuth,Time,Time,Border Color,Fill Color
0,{elevation}ft {formation},0,-43,21.22,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-43,32.17,square,1,0,100.0,100.0,#a8e2f7,#a8e2f7
0,{elevation}ft {formation},0,-43,33.54,square,1,0,100.0,100.0,#2b462f,#2b462f
0,{elevation}ft {formation},0,-43,104.71,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-42,-45.67,square,1,0,100.0,100.0,#dfac7a,#dfac7a
0,{elevation}ft {formation},0,-42,20.15,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-42,21.49,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-42,33.58,square,1,0,100.0,100.0,#2b462f,#2b462f
0,{elevation}ft {formation},0,-42,106.12,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-42,107.46,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-42,118.21,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-41,9.26,square,1,0,100.0,100.0,#89592a,#89592a
0,{elevation}ft {formation},0,-41,33.09,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-41,105.88,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-41,108.53,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-41,109.85,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-41,115.15,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-41,116.47,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-41,117.79,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-41,119.12,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-41,120.44,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-40,22.17,square,1,0,100.0,100.0,#4f8356,#4f8356
0,{elevation}ft {formation},0,-40,66.52,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-40,67.83,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-40,109.57,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-40,110.87,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-40,114.78,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-40,121.3,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-39,-46.29,square,1,0,100.0,100.0,#89592a,#89592a
0,{elevation}ft {formation},0,-39,21.86,square,1,0,100.0,100.0,#4f8356,#4f8356
0,{elevation}ft {formation},0,-39,34.71,square,1,0,100.0,100.0,#2b462f,#2b462f
0,{elevation}ft {formation},0,-39,36.0,square,1,0,100.0,100.0,#2b462f,#2b462f
0,{elevation}ft {formation},0,-39,47.57,square,1,0,100.0,100.0,#2b462f,#2b462f
0,{elevation}ft {formation},0,-39,63.0,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-39,65.57,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-39,66.86,square,1,0,100.0,100.0,#091a2d,#091a2d
0,{elevation}ft {formation},0,-39,92.57,square,1,0,100.0,100.0,#2d9cd0,#2d9cd0
0,{elevation}ft {formation},0,-39,102.86,square,1,0,100.0,100.0,#091a2d,#091a2d
0,{elevation}ft {formation},0,-39,109.29,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-39,110.57,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-39,111.86,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-39,113.14,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-39,117.0,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-39,118.29,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-39,132.43,square,1,0,100.0,100.0,#a8e2f7,#a8e2f7
0,{elevation}ft {formation},0,-39,133.71,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-39,142.71,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-38,-46.9,square,1,0,100.0,100.0,#bfb5a6,#bfb5a6
0,{elevation}ft {formation},0,-38,19.01,square,1,0,100.0,100.0,#4f8356,#4f8356
0,{elevation}ft {formation},0,-38,21.55,square,1,0,100.0,100.0,#4f8356,#4f8356
0,{elevation}ft {formation},0,-38,36.76,square,1,0,100.0,100.0,#4f8356,#4f8356
0,{elevation}ft {formation},0,-38,63.38,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-38,133.1,square,1,0,100.0,100.0,#a8e2f7,#a8e2f7
0,{elevation}ft {formation},0,-38,140.7,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-37,-46.25,square,1,0,100.0,100.0,#89592a,#89592a
0,{elevation}ft {formation},0,-37,18.75,square,1,0,100.0,100.0,#4f8356,#4f8356
0,{elevation}ft {formation},0,-37,28.75,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-37,37.5,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-37,46.25,square,1,0,100.0,100.0,#2b462f,#2b462f
0,{elevation}ft {formation},0,-37,47.5,square,1,0,100.0,100.0,#2b462f,#2b462f
0,{elevation}ft {formation},0,-37,135.0,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-37,136.25,square,1,0,100.0,100.0,#9bdff7,#9bdff7
0,{elevation}ft {formation},0,-37,138.75,square,1,0,100.0,100.0,#bfb5a6,#bfb5a6
0,{elevation}ft {formation},0,-36,-22.89,square,1,0,100.0,100.0,#89592a,#89592a
0,{elevation}ft {formation},0,-36,40.21,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-36,43.92,square,1,0,100.0,100.0,#2b462f,#2b462f
0,{elevation}ft {formation},0,-36,131.75,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-36,134.23,square,1,0,100.0,100.0,#9fe0f7,#9fe0f7
0,{elevation}ft {formation},0,-35,-45.76,square,1,0,100.0,100.0,#bfb5a6,#bfb5a6
0,{elevation}ft {formation},0,-35,43.32,square,1,0,100.0,100.0,#4f8356,#4f8356
0,{elevation}ft {formation},0,-35,59.19,square,1,0,100.0,100.0,#091a2d,#091a2d
0,{elevation}ft {formation},0,-35,127.53,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-35,129.97,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-35,132.41,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-34,57.99,square,1,0,100.0,100.0,#2d9cd0,#2d9cd0
0,{elevation}ft {formation},0,-34,59.19,square,1,0,100.0,100.0,#091a2d,#091a2d
0,{elevation}ft {formation},0,-34,125.64,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-34,131.68,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-33,-40.53,square,1,0,100.0,100.0,#dfac7a,#dfac7a
0,{elevation}ft {formation},0,-33,-20.26,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-33,-19.07,square,1,0,100.0,100.0,#4f8356,#4f8356
0,{elevation}ft {formation},0,-33,127.55,square,1,0,100.0,100.0,#2d9cd0,#2d9cd0
0,{elevation}ft {formation},0,-33,132.32,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-32,47.8,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-32,57.25,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-32,126.89,square,1,0,100.0,100.0,#2d9cd0,#2d9cd0
0,{elevation}ft {formation},0,-32,128.07,square,1,0,100.0,100.0,#2d9cd0,#2d9cd0
0,{elevation}ft {formation},0,-32,130.43,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-32,131.61,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-31,-19.22,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-31,127.57,square,1,0,100.0,100.0,#2d9cd0,#2d9cd0
0,{elevation}ft {formation},0,-30,-3.46,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-30,21.92,square,1,0,100.0,100.0,#89592a,#89592a
0,{elevation}ft {formation},0,-30,45.0,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-30,57.69,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-29,-14.29,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-29,-1.71,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-29,49.71,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-29,56.57,square,1,0,100.0,100.0,#091a2d,#091a2d
0,{elevation}ft {formation},0,-28,-41.89,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-28,-39.62,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-28,27.17,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-28,47.55,square,1,0,100.0,100.0,#2d9cd0,#2d9cd0
0,{elevation}ft {formation},0,-28,50.94,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-28,56.6,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-27,-42.06,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-27,-40.93,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-27,-20.75,square,1,0,100.0,100.0,#89592a,#89592a
0,{elevation}ft {formation},0,-27,51.03,square,1,0,100.0,100.0,#65d8eb,#65d8eb
0,{elevation}ft {formation},0,-27,52.15,square,1,0,100.0,100.0,#2d9cd0,#2d9cd0
0,{elevation}ft {formation},0,-26,-41.11,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-26,-40.0,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-26,-13.33,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-26,0.0,square,1,0,100.0,100.0,#9bdff7,#9bdff7
0,{elevation}ft {formation},0,-26,1.11,square,1,0,100.0,100.0,#4f8356,#4f8356
0,{elevation}ft {formation},0,-26,8.89,square,1,0,100.0,100.0,#4f8356,#4f8356
0,{elevation}ft {formation},0,-26,28.89,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-26,54.44,square,1,0,100.0,100.0,#89592a,#89592a
0,{elevation}ft {formation},0,-25,-41.96,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-25,-12.15,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-25,7.73,square,1,0,100.0,100.0,#4f8356,#4f8356
0,{elevation}ft {formation},0,-25,8.83,square,1,0,100.0,100.0,#4f8356,#4f8356
0,{elevation}ft {formation},0,-24,-43.22,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-24,6.02,square,1,0,100.0,100.0,#4f8356,#4f8356
0,{elevation}ft {formation},0,-24,8.21,square,1,0,100.0,100.0,#4f8356,#4f8356
0,{elevation}ft {formation},0,-24,9.3,square,1,0,100.0,100.0,#4f8356,#4f8356
0,{elevation}ft {formation},0,-24,29.0,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-23,-12.51,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-23,5.98,square,1,0,100.0,100.0,#4f8356,#4f8356
0,{elevation}ft {formation},0,-23,10.33,square,1,0,100.0,100.0,#4f8356,#4f8356
0,{elevation}ft {formation},0,-23,31.0,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-22,6.47,square,1,0,100.0,100.0,#4f8356,#4f8356
0,{elevation}ft {formation},0,-21,-51.43,square,1,0,100.0,100.0,#89592a,#89592a
0,{elevation}ft {formation},0,-20,-12.78,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-20,34.08,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-19,-51.88,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-19,-50.82,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-19,-2.12,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-19,10.59,square,1,0,100.0,100.0,#4f8356,#4f8356
0,{elevation}ft {formation},0,-19,34.94,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-19,36.0,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-19,37.06,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-18,-52.63,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-18,-51.58,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-18,-10.53,square,1,0,100.0,100.0,#2b462f,#2b462f
0,{elevation}ft {formation},0,-18,34.74,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-18,35.79,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-18,36.84,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-18,37.89,square,1,0,100.0,100.0,#8edcf7,#8edcf7
0,{elevation}ft {formation},0,-17,-52.33,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-17,-2.09,square,1,0,100.0,100.0,#9bdff7,#9bdff7
0,{elevation}ft {formation},0,-17,-1.05,square,1,0,100.0,100.0,#4f8356,#4f8356
0,{elevation}ft {formation},0,-17,34.53,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-17,37.67,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-17,38.72,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-16,35.38,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
0,{elevation}ft {formation},0,-16,36.42,square,1,0,100.0,100.0,#a3e1f7,#a3e1f7
