URN,Label,PlateID,latitude,longitude,Symbol,Size,Azimuth,start_time,end_time,Border Color,Fill Color
20852,Basalt,507,28.8,64.9,circle,1.5,0,66,0,none,byGeoAge
21030,Basalt,126,57.4,-152.6,circle,1.5,0,66,0,none,byGeoAge
21031,Basalt,126,56.8,-154,circle,1.5,0,66,0,none,byGeoAge
21036,Basalt,901,37.1,162.6,circle,1.5,0,66,0,none,byGeoAge
21099,Basalt,615,4.5,108.9,circle,1.5,0,66,0,none,byGeoAge
21127,Basalt,102,68.2,-31.7,circle,1.5,0,66,0,none,byGeoAge
21128,Basalt,102,67.3,-33.4,circle,1.5,0,66,0,none,byGeoAge
21178,Basalt,406,64.1,-154.7,circle,1.5,0,66,0,none,byGeoAge
21209,Basalt,129,44.8,-123.9,circle,1.5,0,66,0,none,byGeoAge
21210,Basalt,129,45,-123.5,circle,1.5,0,66,0,none,byGeoAge
21233,Basalt,806,-41.9,174.1,circle,1.5,0,66,0,none,byGeoAge
21234,Basalt,807,-43.3,172,circle,1.5,0,66,0,none,byGeoAge
21235,Basalt,679,-4.3,120,circle,1.5,0,66,0,none,byGeoAge
21238,Basalt,129,48.1,-124.2,circle,1.5,0,66,0,none,byGeoAge
21239,Basalt,129,47.5,-123.3,circle,1.5,0,66,0,none,byGeoAge
21240,Basalt,129,47.9,-123.3,circle,1.5,0,66,0,none,byGeoAge
21248,Basalt,127,53.4,-125,circle,1.5,0,66,0,none,byGeoAge
21264,Basalt,313,55.5,-5.3,circle,1.5,0,66,0,none,byGeoAge
21269,Basalt,126,60.1,-148,circle,1.5,0,66,0,none,byGeoAge
21316,Basalt,628,49.8,140.3,circle,1.5,0,66,0,none,byGeoAge
21405,Basalt,402,50.2,63,circle,1.5,0,66,0,none,byGeoAge
21482,Basalt,406,57.8,163.2,circle,1.5,0,66,0,none,byGeoAge
21485,Basalt,406,64.8,173.8,circle,1.5,0,66,0,none,byGeoAge
21491,Basalt,405,61.9,158.2,circle,1.5,0,66,0,none,byGeoAge
21492,Basalt,405,61.1,151.3,circle,1.5,0,66,0,none,byGeoAge
21493,Basalt,405,62.4,151.7,circle,1.5,0,66,0,none,byGeoAge
21494,Basalt,628,50.4,140.3,circle,1.5,0,66,0,none,byGeoAge
21495,Basalt,406,60.1,165.2,circle,1.5,0,66,0,none,byGeoAge
21496,Basalt,405,60.3,150.7,circle,1.5,0,66,0,none,byGeoAge
21499,Basalt,403,62.5,159.5,circle,1.5,0,66,0,none,byGeoAge
21500,Basalt,406,65.4,173.9,circle,1.5,0,66,0,none,byGeoAge
21501,Basalt,628,50.9,140.3,circle,1.5,0,66,0,none,byGeoAge
21504,Basalt,406,56.7,162.8,circle,1.5,0,66,0,none,byGeoAge
21505,Basalt,406,64.2,174.9,circle,1.5,0,66,0,none,byGeoAge
21506,Basalt,406,53.4,160.3,circle,1.5,0,66,0,none,byGeoAge
21507,Basalt,406,57.5,162.8,circle,1.5,0,66,0,none,byGeoAge
21512,Basalt,628,53.2,141.4,circle,1.5,0,66,0,none,byGeoAge
21513,Basalt,401,59.7,146,circle,1.5,0,66,0,none,byGeoAge
21514,Basalt,406,57.3,161.4,circle,1.5,0,66,0,none,byGeoAge
21515,Basalt,103,65.7,179.9,circle,1.5,0,66,0,none,byGeoAge
21526,Basalt,403,63.7,162,circle,1.5,0,66,0,none,byGeoAge
21529,Basalt,403,61.7,160.2,circle,1.5,0,66,0,none,byGeoAge
21530,Basalt,406,54.9,162.2,circle,1.5,0,66,0,none,byGeoAge
21531,Basalt,405,62.3,159,circle,1.5,0,66,0,none,byGeoAge
21534,Basalt,406,57.7,162.2,circle,1.5,0,66,0,none,byGeoAge
21537,Basalt,403,63.2,160.9,circle,1.5,0,66,0,none,byGeoAge
21540,Basalt,406,56.3,163.5,circle,1.5,0,66,0,none,byGeoAge
21541,Basalt,406,65.5,174.5,circle,1.5,0,66,0,none,byGeoAge
21542,Basalt,103,67.2,172.9,circle,1.5,0,66,0,none,byGeoAge
21543,Basalt,403,66.4,170.3,circle,1.5,0,66,0,none,byGeoAge
21544,Basalt,403,66,169.1,circle,1.5,0,66,0,none,byGeoAge
21545,Basalt,403,67.8,164.8,circle,1.5,0,66,0,none,byGeoAge
21546,Basalt,103,66.6,177.7,circle,1.5,0,66,0,none,byGeoAge
21547,Basalt,103,66.7,177,circle,1.5,0,66,0,none,byGeoAge
21548,Basalt,403,64.5,165.9,circle,1.5,0,66,0,none,byGeoAge
21549,Basalt,103,67.3,174.5,circle,1.5,0,66,0,none,byGeoAge
21550,Basalt,403,66.5,171.7,circle,1.5,0,66,0,none,byGeoAge
21551,Basalt,403,67.4,166.7,circle,1.5,0,66,0,none,byGeoAge
21552,Basalt,103,67.8,167.7,circle,1.5,0,66,0,none,byGeoAge
21553,Basalt,403,67.5,162.6,circle,1.5,0,66,0,none,byGeoAge
21554,Basalt,403,64,165.9,circle,1.5,0,66,0,none,byGeoAge
21555,Basalt,406,66.3,174.7,circle,1.5,0,66,0,none,byGeoAge
21556,Basalt,403,64.7,167,circle,1.5,0,66,0,none,byGeoAge
21557,Basalt,403,67,169.1,circle,1.5,0,66,0,none,byGeoAge
21558,Basalt,403,64.7,164.5,circle,1.5,0,66,0,none,byGeoAge
21559,Basalt,406,66.4,176,circle,1.5,0,66,0,none,byGeoAge
21560,Basalt,103,66.7,178.7,circle,1.5,0,66,0,none,byGeoAge
21561,Basalt,403,65.3,168,circle,1.5,0,66,0,none,byGeoAge
21588,Basalt,801,-36.3,149.2,circle,1.5,0,66,0,none,byGeoAge
21589,Basalt,801,-34.6,150.5,circle,1.5,0,66,0,none,byGeoAge
21590,Basalt,801,-38.4,146.5,circle,1.5,0,66,0,none,byGeoAge
21594,Basalt,204,10.3,-85.6,circle,1.5,0,66,0,none,byGeoAge
21611,Basalt,801,-39.4,145.4,circle,1.5,0,66,0,none,byGeoAge
21618,Basalt,126,60.5,-145.6,circle,1.5,0,66,0,none,byGeoAge
21619,Basalt,126,61,-146.7,circle,1.5,0,66,0,none,byGeoAge
21620,Basalt,126,60.3,-144.5,circle,1.5,0,66,0,none,byGeoAge
21621,Basalt,126,60.4,-146.6,circle,1.5,0,66,0,none,byGeoAge
21622,Basalt,126,61.1,-146.9,circle,1.5,0,66,0,none,byGeoAge
21681,Basalt,501,22.7,77.4,circle,1.5,0,66,0,none,byGeoAge
21683,Basalt,501,30.6,67.2,circle,1.5,0,66,0,none,byGeoAge
21684,Basalt,501,26.5,66.3,circle,1.5,0,66,0,none,byGeoAge
21685,Basalt,501,30.5,67.8,circle,1.5,0,66,0,none,byGeoAge
21697,Basalt,501,22.6,80.5,circle,1.5,0,66,0,none,byGeoAge
21698,Basalt,501,18.6,73.9,circle,1.5,0,66,0,none,byGeoAge
21699,Basalt,501,24.5,74.9,circle,1.5,0,66,0,none,byGeoAge
21700,Basalt,501,21.8,77.5,circle,1.5,0,66,0,none,byGeoAge
21701,Basalt,501,16.7,74.3,circle,1.5,0,66,0,none,byGeoAge
21742,Basalt,501,24.9,67,circle,1.5,0,66,0,none,byGeoAge
21743,Basalt,501,26,66.5,circle,1.5,0,66,0,none,byGeoAge
21744,Basalt,501,27.8,66.4,circle,1.5,0,66,0,none,byGeoAge
21747,Basalt,501,35.5,71.8,circle,1.5,0,66,0,none,byGeoAge
21753,Basalt,128,52.8,-132.2,circle,1.5,0,66,0,none,byGeoAge
21759,Basalt,101,54,-46.5,circle,1.5,0,66,0,none,byGeoAge
21760,Basalt,304,45,-9,circle,1.5,0,66,0,none,byGeoAge
21762,Basalt,317,57.3,-15.4,circle,1.5,0,66,0,none,byGeoAge
21764,Basalt,820,-10.2,93.9,circle,1.5,0,66,0,none,byGeoAge
21765,Basalt,501,-11.3,88.7,circle,1.5,0,66,0,none,byGeoAge
21766,Basalt,501,-8.1,86.8,circle,1.5,0,66,0,none,byGeoAge
21824,Basalt,628,44.5,129.3,circle,1.5,0,66,0,none,byGeoAge
21846,Basalt,604,42.1,123.4,circle,1.5,0,66,0,none,byGeoAge
21847,Basalt,604,42.5,123.7,circle,1.5,0,66,0,none,byGeoAge
21848,Basalt,604,41.4,121.3,circle,1.5,0,66,0,none,byGeoAge
21869,Basalt,602,34.2,104.2,circle,1.5,0,66,0,none,byGeoAge
21961,Basalt,613,34.5,76.4,circle,1.5,0,66,0,none,byGeoAge
21964,Basalt,501,30.6,80.2,circle,1.5,0,66,0,none,byGeoAge
21977,Basalt,613,32.9,79.1,circle,1.5,0,66,0,none,byGeoAge
21978,Basalt,613,33.8,77.9,circle,1.5,0,66,0,none,byGeoAge
22006,Basalt,501,22.4,72.1,circle,1.5,0,66,0,none,byGeoAge
22007,Basalt,501,21.8,78,circle,1.5,0,66,0,none,byGeoAge
22008,Basalt,501,22.2,69.7,circle,1.5,0,66,0,none,byGeoAge
22009,Basalt,501,21.8,73.6,circle,1.5,0,66,0,none,byGeoAge
22010,Basalt,501,22.7,81.8,circle,1.5,0,66,0,none,byGeoAge
22011,Basalt,501,21,75.8,circle,1.5,0,66,0,none,byGeoAge
22012,Basalt,501,21.2,79.2,circle,1.5,0,66,0,none,byGeoAge
22013,Basalt,501,22.5,70.5,circle,1.5,0,66,0,none,byGeoAge
22014,Basalt,501,22.1,79,circle,1.5,0,66,0,none,byGeoAge
22015,Basalt,501,15.8,74.5,circle,1.5,0,66,0,none,byGeoAge
22016,Basalt,501,17,81.9,circle,1.5,0,66,0,none,byGeoAge
22017,Basalt,501,24.7,67.9,circle,1.5,0,66,0,none,byGeoAge
22019,Basalt,804,-75.4,-111.3,circle,1.5,0,66,0,none,byGeoAge
22068,Basalt,803,-63.5,-59.8,circle,1.5,0,66,0,none,byGeoAge
22071,Basalt,501,23.5,74.5,circle,1.5,0,66,0,none,byGeoAge
22072,Basalt,501,18.5,77.5,circle,1.5,0,66,0,none,byGeoAge
22073,Basalt,501,19.5,76.5,circle,1.5,0,66,0,none,byGeoAge
22074,Basalt,501,21.5,78.5,circle,1.5,0,66,0,none,byGeoAge
22075,Basalt,501,20.5,79.2,circle,1.5,0,66,0,none,byGeoAge
22076,Basalt,501,20.5,74.5,circle,1.5,0,66,0,none,byGeoAge
22077,Basalt,501,17.5,77.5,circle,1.5,0,66,0,none,byGeoAge
22078,Basalt,501,20.5,77.5,circle,1.5,0,66,0,none,byGeoAge
22079,Basalt,501,19.5,75.5,circle,1.5,0,66,0,none,byGeoAge
22080,Basalt,501,19.5,78.5,circle,1.5,0,66,0,none,byGeoAge
22081,Basalt,501,24.5,77.5,circle,1.5,0,66,0,none,byGeoAge
22082,Basalt,501,20.8,80.8,circle,1.5,0,66,0,none,byGeoAge
22083,Basalt,501,17.5,76.5,circle,1.5,0,66,0,none,byGeoAge
22084,Basalt,501,23.7,68.8,circle,1.5,0,66,0,none,byGeoAge
22085,Basalt,501,21.5,74.5,circle,1.5,0,66,0,none,byGeoAge
22086,Basalt,501,24.5,75.5,circle,1.5,0,66,0,none,byGeoAge
22087,Basalt,501,22.5,79.5,circle,1.5,0,66,0,none,byGeoAge
22088,Basalt,501,23.3,73.2,circle,1.5,0,66,0,none,byGeoAge
22089,Basalt,501,16.5,76.5,circle,1.5,0,66,0,none,byGeoAge
22090,Basalt,501,24.2,79.2,circle,1.5,0,66,0,none,byGeoAge
22091,Basalt,501,23.1,69.5,circle,1.5,0,66,0,none,byGeoAge
22092,Basalt,501,24.2,78.5,circle,1.5,0,66,0,none,byGeoAge
22093,Basalt,501,18.5,76.5,circle,1.5,0,66,0,none,byGeoAge
22094,Basalt,501,19.5,77.5,circle,1.5,0,66,0,none,byGeoAge
22095,Basalt,501,21.5,72.2,circle,1.5,0,66,0,none,byGeoAge
22096,Basalt,501,20.5,73.5,circle,1.5,0,66,0,none,byGeoAge
22097,Basalt,501,19.4,79.2,circle,1.5,0,66,0,none,byGeoAge
22098,Basalt,501,18.5,74.5,circle,1.5,0,66,0,none,byGeoAge
22099,Basalt,501,22.8,83.3,circle,1.5,0,66,0,none,byGeoAge
22100,Basalt,501,23.1,79.8,circle,1.5,0,66,0,none,byGeoAge
22101,Basalt,501,21.5,70.5,circle,1.5,0,66,0,none,byGeoAge
22102,Basalt,501,24.5,76.5,circle,1.5,0,66,0,none,byGeoAge
22103,Basalt,501,19.5,74.5,circle,1.5,0,66,0,none,byGeoAge
22104,Basalt,501,17.4,78.2,circle,1.5,0,66,0,none,byGeoAge
22105,Basalt,501,25.2,77.5,circle,1.5,0,66,0,none,byGeoAge
22106,Basalt,501,20.5,78.5,circle,1.5,0,66,0,none,byGeoAge
22107,Basalt,501,23.5,80.5,circle,1.5,0,66,0,none,byGeoAge
22108,Basalt,501,21.8,69.8,circle,1.5,0,66,0,none,byGeoAge
22109,Basalt,501,17.5,74.5,circle,1.5,0,66,0,none,byGeoAge
22110,Basalt,715,18.5,22.9,circle,1.5,0,66,0,none,byGeoAge
22111,Basalt,501,24.1,82,circle,1.5,0,66,0,none,byGeoAge
22112,Basalt,501,21.5,76.5,circle,1.5,0,66,0,none,byGeoAge
22113,Basalt,501,19.5,72.5,circle,1.5,0,66,0,none,byGeoAge
22114,Basalt,501,16.5,75.5,circle,1.5,0,66,0,none,byGeoAge
22115,Basalt,501,18.5,78.5,circle,1.5,0,66,0,none,byGeoAge
22116,Basalt,501,23.5,75.5,circle,1.5,0,66,0,none,byGeoAge
22117,Basalt,501,17.5,75.5,circle,1.5,0,66,0,none,byGeoAge
22118,Basalt,501,19.5,73.5,circle,1.5,0,66,0,none,byGeoAge
22119,Basalt,501,20.3,72.8,circle,1.5,0,66,0,none,byGeoAge
22120,Basalt,501,23.5,76.5,circle,1.5,0,66,0,none,byGeoAge
22121,Basalt,501,23.5,77.5,circle,1.5,0,66,0,none,byGeoAge
22122,Basalt,501,20.5,75.5,circle,1.5,0,66,0,none,byGeoAge
22123,Basalt,501,23.5,78.5,circle,1.5,0,66,0,none,byGeoAge
22124,Basalt,501,21.1,80.5,circle,1.5,0,66,0,none,byGeoAge
22125,Basalt,501,20.5,76.5,circle,1.5,0,66,0,none,byGeoAge
22126,Basalt,501,23.1,70.1,circle,1.5,0,66,0,none,byGeoAge
22127,Basalt,501,18.5,75.5,circle,1.5,0,66,0,none,byGeoAge
22128,Basalt,501,23.5,79.1,circle,1.5,0,66,0,none,byGeoAge
22129,Basalt,501,16.5,73.5,circle,1.5,0,66,0,none,byGeoAge
22130,Basalt,501,16.8,77.5,circle,1.5,0,66,0,none,byGeoAge
22131,Basalt,501,23.5,81.5,circle,1.5,0,66,0,none,byGeoAge
22132,Basalt,501,23.2,83.6,circle,1.5,0,66,0,none,byGeoAge
22133,Basalt,501,22.5,74.5,circle,1.5,0,66,0,none,byGeoAge
22134,Basalt,501,22.5,71.5,circle,1.5,0,66,0,none,byGeoAge
22135,Basalt,501,22.5,75.5,circle,1.5,0,66,0,none,byGeoAge
22136,Basalt,501,22.5,76.5,circle,1.5,0,66,0,none,byGeoAge
22137,Basalt,501,23.5,82.5,circle,1.5,0,66,0,none,byGeoAge
22149,Basalt,613,34.4,76.2,circle,1.5,0,66,0,none,byGeoAge
22150,Basalt,501,34.4,75.8,circle,1.5,0,66,0,none,byGeoAge
22161,Basalt,613,33.2,78.4,circle,1.5,0,66,0,none,byGeoAge
22191,Basalt,811,-62.2,-59,circle,1.5,0,66,0,none,byGeoAge
22194,Basalt,507,32.8,68.8,circle,1.5,0,66,0,none,byGeoAge
22196,Basalt,507,32.2,67,circle,1.5,0,66,0,none,byGeoAge
22202,Basalt,507,34.6,69.2,circle,1.5,0,66,0,none,byGeoAge
22262,Basalt,327,61.7,-0.8,circle,1.5,0,83.6,0,none,byGeoAge
22265,Basalt,814,-52.6,169.1,circle,1.5,0,83.6,0,none,byGeoAge
22360,Basalt,101,29.1,-99.8,circle,1.5,0,83.6,0,none,byGeoAge
22366,Basalt,613,29.3,90,circle,1.5,0,83.6,0,none,byGeoAge
22367,Basalt,613,29.2,88,circle,1.5,0,83.6,0,none,byGeoAge
22368,Basalt,613,29.3,87.5,circle,1.5,0,83.6,0,none,byGeoAge
22369,Basalt,613,29.3,91.7,circle,1.5,0,83.6,0,none,byGeoAge
22370,Basalt,613,29.2,92.3,circle,1.5,0,83.6,0,none,byGeoAge
22373,Basalt,613,29.1,89,circle,1.5,0,83.6,0,none,byGeoAge
22377,Basalt,709,2,45,circle,1.5,0,83.6,0,none,byGeoAge
22395,Basalt,305,46.3,4,circle,1.5,0,83.6,0,none,byGeoAge
22463,Basalt,252,18.4,-72.3,circle,1.5,0,83.6,0,none,byGeoAge
22557,Basalt,716,10.1,38.1,circle,1.5,0,83.6,0,none,byGeoAge
22679,Basalt,102,83,-40,circle,1.5,0,83.6,0,none,byGeoAge
22748,Basalt,701,-32.4,20.8,circle,1.5,0,83.6,0,none,byGeoAge
22819,Basalt,501,30.6,81.3,circle,1.5,0,83.6,0,none,byGeoAge
22820,Basalt,501,31,80.2,circle,1.5,0,83.6,0,none,byGeoAge
22821,Basalt,613,31,81.3,circle,1.5,0,83.6,0,none,byGeoAge
22863,Basalt,511,42.2,27.9,circle,1.5,0,83.6,0,none,byGeoAge
22864,Basalt,308,42.5,26.5,circle,1.5,0,83.6,0,none,byGeoAge
22885,Basalt,201,-1.1,-80.9,circle,1.5,0,83.6,0,none,byGeoAge
22901,Basalt,813,-43.9,-176.6,circle,1.5,0,83.6,0,none,byGeoAge
22918,Basalt,626,8,93.5,circle,1.5,0,83.6,0,none,byGeoAge
22945,Basalt,620,6,118.2,circle,1.5,0,83.6,0,none,byGeoAge
22946,Basalt,620,4.8,118.2,circle,1.5,0,83.6,0,none,byGeoAge
22967,Basalt,201,-24.7,-49.1,circle,1.5,0,83.6,0,none,byGeoAge
22997,Basalt,305,49.3,9,circle,1.5,0,83.6,0,none,byGeoAge
22998,Basalt,305,50.1,9.1,circle,1.5,0,83.6,0,none,byGeoAge
22999,Basalt,305,48.1,8.3,circle,1.5,0,83.6,0,none,byGeoAge
23000,Basalt,315,50.4,8.6,circle,1.5,0,83.6,0,none,byGeoAge
23017,Basalt,505,35.5,56.6,circle,1.5,0,83.6,0,none,byGeoAge
23084,Basalt,505,31.7,60.7,circle,1.5,0,83.6,0,none,byGeoAge
23089,Basalt,505,29.7,60.8,circle,1.5,0,83.6,0,none,byGeoAge
23133,Basalt,307,47,10.6,circle,1.5,0,83.6,0,none,byGeoAge
23157,Basalt,501,19,72.8,circle,1.5,0,83.6,0,none,byGeoAge
23158,Basalt,501,17.9,73.7,circle,1.5,0,83.6,0,none,byGeoAge
23159,Basalt,501,16,74.2,circle,1.5,0,83.6,0,none,byGeoAge
23160,Basalt,501,22.4,73.8,circle,1.5,0,83.6,0,none,byGeoAge
23161,Basalt,501,21.6,71.5,circle,1.5,0,83.6,0,none,byGeoAge
23233,Basalt,620,1.1,111.9,circle,1.5,0,83.6,0,none,byGeoAge
23234,Basalt,620,3.2,114.4,circle,1.5,0,83.6,0,none,byGeoAge
23236,Basalt,202,-31.8,-64.5,circle,1.5,0,83.6,0,none,byGeoAge
23268,Basalt,237,18.1,-67,circle,1.5,0,83.6,0,none,byGeoAge
23521,Basalt,206,22.1,-79.5,circle,1.5,0,83.6,0,none,byGeoAge
23625,Basalt,102,65.6,-54.8,circle,1.5,0,83.6,0,none,byGeoAge
23626,Basalt,102,67.9,-56.7,circle,1.5,0,83.6,0,none,byGeoAge
23657,Basalt,201,9.7,-67.7,circle,1.5,0,83.6,0,none,byGeoAge
23659,Basalt,201,11,-63.3,circle,1.5,0,83.6,0,none,byGeoAge
23692,Basalt,123,61.4,-157.9,circle,1.5,0,83.6,0,none,byGeoAge
23694,Basalt,406,60.6,-172.9,circle,1.5,0,83.6,0,none,byGeoAge
23719,Basalt,801,-9.6,149,circle,1.5,0,83.6,0,none,byGeoAge
23720,Basalt,801,-9.9,149.5,circle,1.5,0,83.6,0,none,byGeoAge
23721,Basalt,801,-10.3,149.9,circle,1.5,0,83.6,0,none,byGeoAge
23749,Basalt,806,-40,176.5,circle,1.5,0,83.6,0,none,byGeoAge
23750,Basalt,806,-41.9,174.1,circle,1.5,0,83.6,0,none,byGeoAge
23759,Basalt,127,53.7,-125.8,circle,1.5,0,83.6,0,none,byGeoAge
24117,Basalt,501,28.6,90.3,circle,1.5,0,83.6,0,none,byGeoAge
24118,Basalt,613,29,89.6,circle,1.5,0,83.6,0,none,byGeoAge
24119,Basalt,501,28.6,90,circle,1.5,0,83.6,0,none,byGeoAge
24120,Basalt,613,29.1,89.4,circle,1.5,0,83.6,0,none,byGeoAge
24128,Basalt,204,9.9,-85.6,circle,1.5,0,83.6,0,none,byGeoAge
24179,Basalt,127,53.8,-126.3,circle,1.5,0,83.6,0,none,byGeoAge
24214,Basalt,715,10.2,12.8,circle,1.5,0,83.6,0,none,byGeoAge
24215,Basalt,715,9.7,11.9,circle,1.5,0,83.6,0,none,byGeoAge
24285,Basalt,501,24.5,74.9,circle,1.5,0,83.6,0,none,byGeoAge
24286,Basalt,501,18.6,73.9,circle,1.5,0,83.6,0,none,byGeoAge
24287,Basalt,501,22.6,80.5,circle,1.5,0,83.6,0,none,byGeoAge
24288,Basalt,501,21.8,77.5,circle,1.5,0,83.6,0,none,byGeoAge
24289,Basalt,501,16.7,74.3,circle,1.5,0,83.6,0,none,byGeoAge
24306,Basalt,624,18.4,94.3,circle,1.5,0,83.6,0,none,byGeoAge
24310,Basalt,803,-69.6,-70.5,circle,1.5,0,83.6,0,none,byGeoAge
24365,Basalt,501,35.5,71.8,circle,1.5,0,83.6,0,none,byGeoAge
24371,Basalt,201,-28.5,-26.8,circle,1.5,0,83.6,0,none,byGeoAge
24383,Basalt,501,1.5,90.2,circle,1.5,0,83.6,0,none,byGeoAge
24384,Basalt,709,-1.7,57.6,circle,1.5,0,83.6,0,none,byGeoAge
24385,Basalt,709,3.2,52.7,circle,1.5,0,83.6,0,none,byGeoAge
24391,Basalt,201,5.8,-44.2,circle,1.5,0,83.6,0,none,byGeoAge
24410,Basalt,203,9.7,-75.3,circle,1.5,0,83.6,0,none,byGeoAge
24411,Basalt,203,8.2,-75.6,circle,1.5,0,83.6,0,none,byGeoAge
24555,Basalt,611,31.3,113.7,circle,1.5,0,83.6,0,none,byGeoAge
24557,Basalt,611,29.8,115.1,circle,1.5,0,83.6,0,none,byGeoAge
24566,Basalt,611,30.9,114.9,circle,1.5,0,83.6,0,none,byGeoAge
24672,Basalt,611,30.7,113.2,circle,1.5,0,83.6,0,none,byGeoAge
24673,Basalt,611,30.4,112.9,circle,1.5,0,83.6,0,none,byGeoAge
24674,Basalt,611,30.3,112.3,circle,1.5,0,83.6,0,none,byGeoAge
24675,Basalt,611,30.2,113.2,circle,1.5,0,83.6,0,none,byGeoAge
24676,Basalt,611,30.1,112.7,circle,1.5,0,83.6,0,none,byGeoAge
24782,Basalt,626,8,93.6,circle,1.5,0,83.6,0,none,byGeoAge
24794,Basalt,613,32.9,79.1,circle,1.5,0,83.6,0,none,byGeoAge
24795,Basalt,613,33.8,77.9,circle,1.5,0,83.6,0,none,byGeoAge
24822,Basalt,501,29.7,67.9,circle,1.5,0,83.6,0,none,byGeoAge
24823,Basalt,501,24.7,67.9,circle,1.5,0,83.6,0,none,byGeoAge
24824,Basalt,501,17,81.9,circle,1.5,0,83.6,0,none,byGeoAge
24825,Basalt,501,21.8,73.6,circle,1.5,0,83.6,0,none,byGeoAge
24826,Basalt,501,21.8,78,circle,1.5,0,83.6,0,none,byGeoAge
24827,Basalt,501,22.7,81.8,circle,1.5,0,83.6,0,none,byGeoAge
24828,Basalt,501,15.8,74.5,circle,1.5,0,83.6,0,none,byGeoAge
24829,Basalt,501,22.1,79,circle,1.5,0,83.6,0,none,byGeoAge
24830,Basalt,501,21.2,79.2,circle,1.5,0,83.6,0,none,byGeoAge
24831,Basalt,501,22.5,70.5,circle,1.5,0,83.6,0,none,byGeoAge
24832,Basalt,501,22.4,72.1,circle,1.5,0,83.6,0,none,byGeoAge
24833,Basalt,501,22.2,69.7,circle,1.5,0,83.6,0,none,byGeoAge
24834,Basalt,501,21,75.8,circle,1.5,0,83.6,0,none,byGeoAge
24835,Basalt,611,32,118.8,circle,1.5,0,83.6,0,none,byGeoAge
24859,Basalt,811,-62.6,-61.1,circle,1.5,0,83.6,0,none,byGeoAge
24909,Basalt,501,22.7,77.4,circle,1.5,0,83.6,0,none,byGeoAge
24910,Basalt,501,23.5,74.5,circle,1.5,0,83.6,0,none,byGeoAge
24911,Basalt,501,22.5,79.5,circle,1.5,0,83.6,0,none,byGeoAge
24912,Basalt,501,21.5,74.5,circle,1.5,0,83.6,0,none,byGeoAge
24913,Basalt,501,23.1,79.8,circle,1.5,0,83.6,0,none,byGeoAge
24914,Basalt,501,20.5,77.5,circle,1.5,0,83.6,0,none,byGeoAge
24915,Basalt,501,20.5,79.2,circle,1.5,0,83.6,0,none,byGeoAge
24916,Basalt,501,16.8,77.5,circle,1.5,0,83.6,0,none,byGeoAge
24917,Basalt,501,23.3,73.2,circle,1.5,0,83.6,0,none,byGeoAge
24918,Basalt,501,21.5,72.2,circle,1.5,0,83.6,0,none,byGeoAge
24919,Basalt,501,17.4,78.2,circle,1.5,0,83.6,0,none,byGeoAge
24920,Basalt,501,17.5,75.5,circle,1.5,0,83.6,0,none,byGeoAge
24921,Basalt,501,17.5,76.5,circle,1.5,0,83.6,0,none,byGeoAge
24922,Basalt,501,19.5,73.5,circle,1.5,0,83.6,0,none,byGeoAge
24923,Basalt,501,24.5,75.5,circle,1.5,0,83.6,0,none,byGeoAge
24924,Basalt,501,20.8,80.8,circle,1.5,0,83.6,0,none,byGeoAge
24925,Basalt,501,23.5,80.5,circle,1.5,0,83.6,0,none,byGeoAge
24926,Basalt,501,21.8,69.8,circle,1.5,0,83.6,0,none,byGeoAge
24927,Basalt,501,18.5,76.5,circle,1.5,0,83.6,0,none,byGeoAge
24928,Basalt,501,19.5,75.5,circle,1.5,0,83.6,0,none,byGeoAge
24929,Basalt,501,24.5,77.5,circle,1.5,0,83.6,0,none,byGeoAge
24930,Basalt,501,20.3,72.8,circle,1.5,0,83.6,0,none,byGeoAge
24931,Basalt,501,21.1,80.5,circle,1.5,0,83.6,0,none,byGeoAge
24932,Basalt,501,25.2,77.5,circle,1.5,0,83.6,0,none,byGeoAge
24933,Basalt,501,17.5,74.5,circle,1.5,0,83.6,0,none,byGeoAge
24934,Basalt,501,23.5,76.5,circle,1.5,0,83.6,0,none,byGeoAge
24935,Basalt,501,18.5,74.5,circle,1.5,0,83.6,0,none,byGeoAge
24936,Basalt,501,21.5,78.5,circle,1.5,0,83.6,0,none,byGeoAge
24937,Basalt,501,24.2,79.2,circle,1.5,0,83.6,0,none,byGeoAge
24938,Basalt,501,23.1,69.5,circle,1.5,0,83.6,0,none,byGeoAge
24939,Basalt,501,23.7,68.8,circle,1.5,0,83.6,0,none,byGeoAge
24940,Basalt,501,16.5,76.5,circle,1.5,0,83.6,0,none,byGeoAge
24941,Basalt,501,17.5,77.5,circle,1.5,0,83.6,0,none,byGeoAge
24942,Basalt,501,16.5,75.5,circle,1.5,0,83.6,0,none,byGeoAge
24943,Basalt,501,19.5,74.5,circle,1.5,0,83.6,0,none,byGeoAge
24944,Basalt,501,21.5,76.5,circle,1.5,0,83.6,0,none,byGeoAge
24945,Basalt,501,18.5,77.5,circle,1.5,0,83.6,0,none,byGeoAge
24946,Basalt,501,19.4,79.2,circle,1.5,0,83.6,0,none,byGeoAge
24947,Basalt,501,20.5,78.5,circle,1.5,0,83.6,0,none,byGeoAge
24948,Basalt,501,23.5,75.5,circle,1.5,0,83.6,0,none,byGeoAge
24949,Basalt,501,23.5,77.5,circle,1.5,0,83.6,0,none,byGeoAge
24950,Basalt,501,20.5,75.5,circle,1.5,0,83.6,0,none,byGeoAge
