URN,Label,PlateID,latitude,longitude,Symbol,Size,Azimuth,start_time,end_time,Border Color,Fill Color
14391,Basalt,604,36.6,119,circle,1.5,0,23.03,0,none,byGeoAge
14392,Basalt,604,36.2,118.7,circle,1.5,0,23.03,0,none,byGeoAge
14393,Basalt,604,36.5,118.6,circle,1.5,0,23.03,0,none,byGeoAge
14394,Basalt,604,36.7,117.8,circle,1.5,0,23.03,0,none,byGeoAge
14401,Basalt,604,37.5,121.2,circle,1.5,0,23.03,0,none,byGeoAge
14413,Basalt,611,30.2,121.2,circle,1.5,0,23.03,0,none,byGeoAge
14414,Basalt,611,29.6,120.8,circle,1.5,0,23.03,0,none,byGeoAge
14415,Basalt,611,29.4,120,circle,1.5,0,23.03,0,none,byGeoAge
14416,Basalt,611,29.3,120.2,circle,1.5,0,23.03,0,none,byGeoAge
14417,Basalt,611,29.7,120.2,circle,1.5,0,23.03,0,none,byGeoAge
14418,Basalt,611,30,122.2,circle,1.5,0,23.03,0,none,byGeoAge
14419,Basalt,611,29.3,121.4,circle,1.5,0,23.03,0,none,byGeoAge
14420,Basalt,611,29.1,121,circle,1.5,0,23.03,0,none,byGeoAge
14421,Basalt,611,29.4,121,circle,1.5,0,23.03,0,none,byGeoAge
14422,Basalt,611,28.8,121.2,circle,1.5,0,23.03,0,none,byGeoAge
14423,Basalt,604,40.9,114.3,circle,1.5,0,23.03,0,none,byGeoAge
14424,Basalt,604,40.9,114.8,circle,1.5,0,23.03,0,none,byGeoAge
14425,Basalt,604,41.2,114.5,circle,1.5,0,23.03,0,none,byGeoAge
14426,Basalt,604,41.4,114.3,circle,1.5,0,23.03,0,none,byGeoAge
14427,Basalt,604,41.7,115.7,circle,1.5,0,23.03,0,none,byGeoAge
14428,Basalt,604,42.3,117.2,circle,1.5,0,23.03,0,none,byGeoAge
14429,Basalt,604,42.3,118,circle,1.5,0,23.03,0,none,byGeoAge
14430,Basalt,604,41.7,116.5,circle,1.5,0,23.03,0,none,byGeoAge
14431,Basalt,604,42.5,117.7,circle,1.5,0,23.03,0,none,byGeoAge
14447,Basalt,604,32.9,118,circle,1.5,0,23.03,0,none,byGeoAge
14452,Basalt,611,24.4,117.8,circle,1.5,0,23.03,0,none,byGeoAge
14453,Basalt,611,24.2,117.9,circle,1.5,0,23.03,0,none,byGeoAge
14454,Basalt,611,24.4,118.3,circle,1.5,0,23.03,0,none,byGeoAge
14455,Basalt,611,26.9,117.2,circle,1.5,0,23.03,0,none,byGeoAge
14456,Basalt,611,26.3,117.2,circle,1.5,0,23.03,0,none,byGeoAge
14457,Basalt,611,26.3,116.8,circle,1.5,0,23.03,0,none,byGeoAge
14458,Basalt,611,27.7,117.9,circle,1.5,0,23.03,0,none,byGeoAge
14482,Basalt,611,31.8,120.6,circle,1.5,0,23.03,0,none,byGeoAge
14484,Basalt,611,31.3,121.6,circle,1.5,0,23.03,0,none,byGeoAge
14485,Basalt,611,31.4,121,circle,1.5,0,23.03,0,none,byGeoAge
14488,Basalt,611,33.7,119.8,circle,1.5,0,23.03,0,none,byGeoAge
14493,Basalt,604,33.7,118.3,circle,1.5,0,23.03,0,none,byGeoAge
14494,Basalt,604,33.8,119.2,circle,1.5,0,23.03,0,none,byGeoAge
14495,Basalt,604,34.1,118.8,circle,1.5,0,23.03,0,none,byGeoAge
14502,Basalt,628,43.7,129.3,circle,1.5,0,23.03,0,none,byGeoAge
14503,Basalt,628,43.8,128.6,circle,1.5,0,23.03,0,none,byGeoAge
14504,Basalt,604,43.2,128.6,circle,1.5,0,23.03,0,none,byGeoAge
14505,Basalt,604,43.5,128,circle,1.5,0,23.03,0,none,byGeoAge
14506,Basalt,604,43,128.1,circle,1.5,0,23.03,0,none,byGeoAge
14507,Basalt,628,43.2,130.2,circle,1.5,0,23.03,0,none,byGeoAge
14508,Basalt,604,43,127,circle,1.5,0,23.03,0,none,byGeoAge
14509,Basalt,628,43.3,129.1,circle,1.5,0,23.03,0,none,byGeoAge
14510,Basalt,628,43.4,131,circle,1.5,0,23.03,0,none,byGeoAge
14512,Basalt,604,43.2,127.6,circle,1.5,0,23.03,0,none,byGeoAge
14513,Basalt,628,43.8,130.1,circle,1.5,0,23.03,0,none,byGeoAge
14514,Basalt,604,42.1,127.2,circle,1.5,0,23.03,0,none,byGeoAge
14515,Basalt,604,42.4,127.3,circle,1.5,0,23.03,0,none,byGeoAge
14516,Basalt,604,42.6,126.5,circle,1.5,0,23.03,0,none,byGeoAge
14517,Basalt,604,42.1,128.9,circle,1.5,0,23.03,0,none,byGeoAge
14518,Basalt,604,42.9,127,circle,1.5,0,23.03,0,none,byGeoAge
14519,Basalt,604,41.6,127.3,circle,1.5,0,23.03,0,none,byGeoAge
14520,Basalt,604,42.6,128.6,circle,1.5,0,23.03,0,none,byGeoAge
14521,Basalt,604,42.7,127.9,circle,1.5,0,23.03,0,none,byGeoAge
14522,Basalt,604,42.3,128,circle,1.5,0,23.03,0,none,byGeoAge
14523,Basalt,604,41.6,128.2,circle,1.5,0,23.03,0,none,byGeoAge
14541,Basalt,604,35.7,114.2,circle,1.5,0,23.03,0,none,byGeoAge
14619,Basalt,612,34.9,93.1,circle,1.5,0,23.03,0,none,byGeoAge
14620,Basalt,614,35.7,91.5,circle,1.5,0,23.03,0,none,byGeoAge
14623,Basalt,612,35.9,90.2,circle,1.5,0,23.03,0,none,byGeoAge
14631,Basalt,612,33.7,90.2,circle,1.5,0,23.03,0,none,byGeoAge
14632,Basalt,612,34.2,90.8,circle,1.5,0,23.03,0,none,byGeoAge
14634,Basalt,612,34.6,90.3,circle,1.5,0,23.03,0,none,byGeoAge
14647,Basalt,604,40.3,113.3,circle,1.5,0,23.03,0,none,byGeoAge
14648,Basalt,604,39.8,112.5,circle,1.5,0,23.03,0,none,byGeoAge
14717,Basalt,709,8.6,40.2,circle,1.5,0,23.03,0,none,byGeoAge
14718,Basalt,709,9.2,41.1,circle,1.5,0,23.03,0,none,byGeoAge
14720,Basalt,306,40.6,8.8,circle,1.5,0,23.03,0,none,byGeoAge
14723,Basalt,804,-75,-135,circle,1.5,0,23.03,0,none,byGeoAge
14724,Basalt,804,-73.5,-95,circle,1.5,0,23.03,0,none,byGeoAge
14725,Basalt,804,-75.2,-111.5,circle,1.5,0,23.03,0,none,byGeoAge
14727,Basalt,130,37.4,-122.2,circle,1.5,0,23.03,0,none,byGeoAge
14728,Basalt,131,40.4,-120.9,circle,1.5,0,23.03,0,none,byGeoAge
14729,Basalt,130,37.9,-122.2,circle,1.5,0,23.03,0,none,byGeoAge
14730,Basalt,130,37.9,-122.2,circle,1.5,0,23.03,0,none,byGeoAge
14734,Basalt,134,33.1,-114.9,circle,1.5,0,23.03,0,none,byGeoAge
14737,Basalt,105,33.5,-117.3,circle,1.5,0,23.03,0,none,byGeoAge
14738,Basalt,131,40.2,-120.5,circle,1.5,0,23.03,0,none,byGeoAge
14739,Basalt,131,41.2,-120.2,circle,1.5,0,23.03,0,none,byGeoAge
14789,Basalt,503,33.3,36.4,circle,1.5,0,23.03,0,none,byGeoAge
14799,Basalt,715,31.5,13.1,circle,1.5,0,23.03,0,none,byGeoAge
14800,Basalt,715,32.2,13,circle,1.5,0,23.03,0,none,byGeoAge
14801,Basalt,715,32.2,13,circle,1.5,0,23.03,0,none,byGeoAge
14802,Basalt,715,23.4,19.7,circle,1.5,0,23.03,0,none,byGeoAge
14803,Basalt,803,-71.5,-68.4,circle,1.5,0,23.03,0,none,byGeoAge
14808,Basalt,804,-73.4,-94.1,circle,1.5,0,23.03,0,none,byGeoAge
14819,Basalt,134,31.4,-111,circle,1.5,0,23.03,0,none,byGeoAge
14821,Basalt,904,-60,-79.4,circle,1.5,0,23.03,0,none,byGeoAge
14830,Basalt,305,50.8,14.9,circle,1.5,0,23.03,0,none,byGeoAge
14832,Basalt,305,50.2,12.6,circle,1.5,0,23.03,0,none,byGeoAge
14857,Basalt,604,41.2,129.5,circle,1.5,0,23.03,0,none,byGeoAge
14869,Basalt,610,37.7,138.8,circle,1.5,0,23.03,0,none,byGeoAge
14870,Basalt,610,37.7,138.8,circle,1.5,0,23.03,0,none,byGeoAge
14905,Basalt,104,20.9,-105.4,circle,1.5,0,23.03,0,none,byGeoAge
14914,Basalt,715,21.2,16.7,circle,1.5,0,23.03,0,none,byGeoAge
14915,Basalt,715,21.6,17.3,circle,1.5,0,23.03,0,none,byGeoAge
14916,Basalt,715,21,17.9,circle,1.5,0,23.03,0,none,byGeoAge
14917,Basalt,715,21.4,18.8,circle,1.5,0,23.03,0,none,byGeoAge
14918,Basalt,715,20.4,17.5,circle,1.5,0,23.03,0,none,byGeoAge
14919,Basalt,715,20.1,18.6,circle,1.5,0,23.03,0,none,byGeoAge
14921,Basalt,304,36.7,-14.3,circle,1.5,0,23.03,0,none,byGeoAge
14922,Basalt,714,29.7,-28.3,circle,1.5,0,23.03,0,none,byGeoAge
14925,Basalt,715,28.2,28.9,circle,1.5,0,23.03,0,none,byGeoAge
14931,Basalt,134,28.3,-108.8,circle,1.5,0,23.03,0,none,byGeoAge
11912,Basalt,715,28.5,15,circle,1.5,0,23.03,0,none,byGeoAge
11929,Basalt,131,43.1,-115.3,circle,1.5,0,23.03,0,none,byGeoAge
11931,Basalt,129,45.8,-116.3,circle,1.5,0,23.03,0,none,byGeoAge
11932,Basalt,129,46.3,-116.6,circle,1.5,0,23.03,0,none,byGeoAge
11933,Basalt,131,44,-115.7,circle,1.5,0,23.03,0,none,byGeoAge
11934,Basalt,129,44.8,-116.7,circle,1.5,0,23.03,0,none,byGeoAge
11939,Basalt,128,54.1,-132.2,circle,1.5,0,23.03,0,none,byGeoAge
11942,Basalt,127,54,-123.8,circle,1.5,0,23.03,0,none,byGeoAge
11943,Basalt,127,53.1,-122.9,circle,1.5,0,23.03,0,none,byGeoAge
11945,Basalt,127,51.1,-123,circle,1.5,0,23.03,0,none,byGeoAge
11946,Basalt,127,51.9,-122.8,circle,1.5,0,23.03,0,none,byGeoAge
11949,Basalt,127,50.7,-121.6,circle,1.5,0,23.03,0,none,byGeoAge
11953,Basalt,128,49.2,-122.5,circle,1.5,0,23.03,0,none,byGeoAge
11954,Basalt,124,49.9,-119.2,circle,1.5,0,23.03,0,none,byGeoAge
11955,Basalt,124,49.9,-119.6,circle,1.5,0,23.03,0,none,byGeoAge
11958,Basalt,127,59.3,-133.7,circle,1.5,0,23.03,0,none,byGeoAge
11959,Basalt,127,57,-130,circle,1.5,0,23.03,0,none,byGeoAge
11960,Basalt,503,21.6,42.4,circle,1.5,0,23.03,0,none,byGeoAge
11961,Basalt,503,21.5,41.5,circle,1.5,0,23.03,0,none,byGeoAge
11962,Basalt,503,21.7,41.4,circle,1.5,0,23.03,0,none,byGeoAge
11967,Basalt,133,34.1,-107.4,circle,1.5,0,23.03,0,none,byGeoAge
11968,Basalt,709,-2.6,38.4,circle,1.5,0,23.03,0,none,byGeoAge
11969,Basalt,712,0.6,35.3,circle,1.5,0,23.03,0,none,byGeoAge
11975,Basalt,712,3.4,35.9,circle,1.5,0,23.03,0,none,byGeoAge
11976,Basalt,712,3.1,35.6,circle,1.5,0,23.03,0,none,byGeoAge
11977,Basalt,712,1.2,34.6,circle,1.5,0,23.03,0,none,byGeoAge
11978,Basalt,712,2.3,35.9,circle,1.5,0,23.03,0,none,byGeoAge
11979,Basalt,712,2.9,36.1,circle,1.5,0,23.03,0,none,byGeoAge
11980,Basalt,712,-0.1,34.6,circle,1.5,0,23.03,0,none,byGeoAge
11981,Basalt,712,-0.2,35.4,circle,1.5,0,23.03,0,none,byGeoAge
11993,Basalt,709,15,40.3,circle,1.5,0,23.03,0,none,byGeoAge
11995,Basalt,709,12,42.8,circle,1.5,0,23.03,0,none,byGeoAge
11996,Basalt,503,32.4,37.9,circle,1.5,0,23.03,0,none,byGeoAge
12045,Basalt,702,-12.1,49.3,circle,1.5,0,23.03,0,none,byGeoAge
12056,Basalt,712,0.1,34.6,circle,1.5,0,23.03,0,none,byGeoAge
12057,Basalt,712,-0.4,35.3,circle,1.5,0,23.03,0,none,byGeoAge
12058,Basalt,712,0.2,34.3,circle,1.5,0,23.03,0,none,byGeoAge
12059,Basalt,709,-1.4,37,circle,1.5,0,23.03,0,none,byGeoAge
12060,Basalt,712,2.5,34.7,circle,1.5,0,23.03,0,none,byGeoAge
12061,Basalt,712,2.5,34.7,circle,1.5,0,23.03,0,none,byGeoAge
12062,Basalt,709,1,36.7,circle,1.5,0,23.03,0,none,byGeoAge
12063,Basalt,709,10.4,42.7,circle,1.5,0,23.03,0,none,byGeoAge
12170,Basalt,135,19.6,-96.6,circle,1.5,0,23.03,0,none,byGeoAge
12202,Basalt,291,-46.7,-71.9,circle,1.5,0,23.03,0,none,byGeoAge
12207,Basalt,709,13,42.7,circle,1.5,0,23.03,0,none,byGeoAge
12212,Basalt,834,-29.2,168,circle,1.5,0,23.03,0,none,byGeoAge
12226,Basalt,901,23.7,-166.3,circle,1.5,0,23.03,0,none,byGeoAge
12227,Basalt,901,28.3,-177.4,circle,1.5,0,23.03,0,none,byGeoAge
12228,Basalt,901,-21.9,-157.9,circle,1.5,0,23.03,0,none,byGeoAge
12229,Basalt,716,5.5,37.1,circle,1.5,0,23.03,0,none,byGeoAge
12230,Basalt,659,14.8,120.3,circle,1.5,0,23.03,0,none,byGeoAge
12233,Basalt,714,14.7,-17.4,circle,1.5,0,23.03,0,none,byGeoAge
12239,Basalt,134,34.9,-118.2,circle,1.5,0,23.03,0,none,byGeoAge
12240,Basalt,134,35.2,-117.2,circle,1.5,0,23.03,0,none,byGeoAge
12243,Basalt,130,35.2,-118.4,circle,1.5,0,23.03,0,none,byGeoAge
12301,Basalt,801,-38.2,141.7,circle,1.5,0,23.03,0,none,byGeoAge
12322,Basalt,901,-22.4,-151.3,circle,1.5,0,23.03,0,none,byGeoAge
12342,Basalt,131,39.9,-116.3,circle,1.5,0,23.03,0,none,byGeoAge
12349,Basalt,616,1.2,100.2,circle,1.5,0,23.03,0,none,byGeoAge
12356,Basalt,201,-17.5,-69.3,circle,1.5,0,23.03,0,none,byGeoAge
12361,Basalt,709,0.1,36.6,circle,1.5,0,23.03,0,none,byGeoAge
12379,Basalt,105,30.8,-115,circle,1.5,0,23.03,0,none,byGeoAge
12385,Basalt,105,31.3,-115.1,circle,1.5,0,23.03,0,none,byGeoAge
12387,Basalt,105,26.3,-112.2,circle,1.5,0,23.03,0,none,byGeoAge
12396,Basalt,104,21.3,-105,circle,1.5,0,23.03,0,none,byGeoAge
12397,Basalt,105,27.3,-112.9,circle,1.5,0,23.03,0,none,byGeoAge
12408,Basalt,503,30.8,38.1,circle,1.5,0,23.03,0,none,byGeoAge
12409,Basalt,503,23.1,39.7,circle,1.5,0,23.03,0,none,byGeoAge
12410,Basalt,503,25.5,38.9,circle,1.5,0,23.03,0,none,byGeoAge
12411,Basalt,503,22.8,39.8,circle,1.5,0,23.03,0,none,byGeoAge
12412,Basalt,503,18.7,41.5,circle,1.5,0,23.03,0,none,byGeoAge
12413,Basalt,503,18.1,41.7,circle,1.5,0,23.03,0,none,byGeoAge
12414,Basalt,134,34.8,-116.3,circle,1.5,0,23.03,0,none,byGeoAge
12417,Basalt,901,10.1,-123.3,circle,1.5,0,23.03,0,none,byGeoAge
12418,Basalt,901,10.1,-123.3,circle,1.5,0,23.03,0,none,byGeoAge
12429,Basalt,202,-31.3,-65.2,circle,1.5,0,23.03,0,none,byGeoAge
12432,Basalt,715,9.8,11.2,circle,1.5,0,23.03,0,none,byGeoAge
12461,Basalt,620,-6.1,107.7,circle,1.5,0,23.03,0,none,byGeoAge
12521,Basalt,315,50.5,8.8,circle,1.5,0,23.03,0,none,byGeoAge
12522,Basalt,305,48.3,7.8,circle,1.5,0,23.03,0,none,byGeoAge
12584,Basalt,709,9.5,41.3,circle,1.5,0,23.03,0,none,byGeoAge
12585,Basalt,709,9.3,41.6,circle,1.5,0,23.03,0,none,byGeoAge
12586,Basalt,716,14.4,39.5,circle,1.5,0,23.03,0,none,byGeoAge
12587,Basalt,605,25.1,121.6,circle,1.5,0,23.03,0,none,byGeoAge
12590,Basalt,716,9.1,39.3,circle,1.5,0,23.03,0,none,byGeoAge
12607,Basalt,712,4,35,circle,1.5,0,23.03,0,none,byGeoAge
12608,Basalt,712,4,34.4,circle,1.5,0,23.03,0,none,byGeoAge
12609,Basalt,709,3,37.1,circle,1.5,0,23.03,0,none,byGeoAge
12610,Basalt,709,4.5,36.5,circle,1.5,0,23.03,0,none,byGeoAge
12611,Basalt,712,5,35,circle,1.5,0,23.03,0,none,byGeoAge
12612,Basalt,712,1.4,36.3,circle,1.5,0,23.03,0,none,byGeoAge
12613,Basalt,709,5,37,circle,1.5,0,23.03,0,none,byGeoAge
12614,Basalt,712,0.9,35.6,circle,1.5,0,23.03,0,none,byGeoAge
12615,Basalt,712,1.5,35.8,circle,1.5,0,23.03,0,none,byGeoAge
12616,Basalt,712,2,36,circle,1.5,0,23.03,0,none,byGeoAge
12617,Basalt,716,5,34.4,circle,1.5,0,23.03,0,none,byGeoAge
12618,Basalt,712,3.2,35,circle,1.5,0,23.03,0,none,byGeoAge
12619,Basalt,712,3,36,circle,1.5,0,23.03,0,none,byGeoAge
12620,Basalt,709,2,36.5,circle,1.5,0,23.03,0,none,byGeoAge
12621,Basalt,712,3.7,35.5,circle,1.5,0,23.03,0,none,byGeoAge
12622,Basalt,709,3.5,36.5,circle,1.5,0,23.03,0,none,byGeoAge
12623,Basalt,712,4.5,35.5,circle,1.5,0,23.03,0,none,byGeoAge
12624,Basalt,709,4,37,circle,1.5,0,23.03,0,none,byGeoAge
12625,Basalt,709,2.5,37,circle,1.5,0,23.03,0,none,byGeoAge
12626,Basalt,709,2.7,36.5,circle,1.5,0,23.03,0,none,byGeoAge
12627,Basalt,712,0.5,35.7,circle,1.5,0,23.03,0,none,byGeoAge
12628,Basalt,712,5,36,circle,1.5,0,23.03,0,none,byGeoAge
12629,Basalt,709,-3,38.8,circle,1.5,0,23.03,0,none,byGeoAge
12630,Basalt,709,-2,38,circle,1.5,0,23.03,0,none,byGeoAge
12631,Basalt,712,-1.5,34.5,circle,1.5,0,23.03,0,none,byGeoAge
12632,Basalt,709,0.1,36.8,circle,1.5,0,23.03,0,none,byGeoAge
12633,Basalt,712,-0.4,35,circle,1.5,0,23.03,0,none,byGeoAge
12634,Basalt,709,-1.5,36.5,circle,1.5,0,23.03,0,none,byGeoAge
12635,Basalt,709,-0.8,36.3,circle,1.5,0,23.03,0,none,byGeoAge
12636,Basalt,709,1.2,36.7,circle,1.5,0,23.03,0,none,byGeoAge
12637,Basalt,709,-1.2,37.5,circle,1.5,0,23.03,0,none,byGeoAge
12640,Basalt,315,51.8,9.3,circle,1.5,0,23.03,0,none,byGeoAge
12641,Basalt,315,51.3,9.7,circle,1.5,0,23.03,0,none,byGeoAge
12642,Basalt,901,-23.9,-147.7,circle,1.5,0,23.03,0,none,byGeoAge
12643,Basalt,901,-23.3,-149.5,circle,1.5,0,23.03,0,none,byGeoAge
12652,Basalt,124,47.9,-119,circle,1.5,0,23.03,0,none,byGeoAge
12653,Basalt,129,47,-120,circle,1.5,0,23.03,0,none,byGeoAge
12654,Basalt,129,46.8,-120.4,circle,1.5,0,23.03,0,none,byGeoAge
12655,Basalt,129,47.1,-120.6,circle,1.5,0,23.03,0,none,byGeoAge
12657,Basalt,129,44.5,-119.6,circle,1.5,0,23.03,0,none,byGeoAge
12658,Basalt,129,44.6,-121.3,circle,1.5,0,23.03,0,none,byGeoAge
12659,Basalt,129,44.8,-120.9,circle,1.5,0,23.03,0,none,byGeoAge
12660,Basalt,129,45.5,-116.8,circle,1.5,0,23.03,0,none,byGeoAge
12666,Basalt,131,43.1,-118.4,circle,1.5,0,23.03,0,none,byGeoAge
12667,Basalt,131,42.7,-118.5,circle,1.5,0,23.03,0,none,byGeoAge
12671,Basalt,131,43.6,-117.3,circle,1.5,0,23.03,0,none,byGeoAge
12673,Basalt,129,43.9,-119.5,circle,1.5,0,23.03,0,none,byGeoAge
12674,Basalt,129,45.9,-124,circle,1.5,0,23.03,0,none,byGeoAge
12677,Basalt,129,45.3,-121.2,circle,1.5,0,23.03,0,none,byGeoAge
12682,Basalt,124,47.6,-117.5,circle,1.5,0,23.03,0,none,byGeoAge
12683,Basalt,129,46.1,-117.2,circle,1.5,0,23.03,0,none,byGeoAge
12684,Basalt,124,46.5,-117.2,circle,1.5,0,23.03,0,none,byGeoAge
12692,Basalt,291,-42.9,-69.6,circle,1.5,0,23.03,0,none,byGeoAge
12693,Basalt,291,-43.5,-70,circle,1.5,0,23.03,0,none,byGeoAge
12694,Basalt,291,-43.6,-71.3,circle,1.5,0,23.03,0,none,byGeoAge
12705,Basalt,620,4.6,118.2,circle,1.5,0,23.03,0,none,byGeoAge
12709,Basalt,712,-0.5,34.2,circle,1.5,0,23.03,0,none,byGeoAge
12710,Basalt,712,2,34.2,circle,1.5,0,23.03,0,none,byGeoAge
12711,Basalt,712,2.2,35.9,circle,1.5,0,23.03,0,none,byGeoAge
12712,Basalt,133,35,-112,circle,1.5,0,23.03,0,none,byGeoAge
12713,Basalt,133,34.7,-111.7,circle,1.5,0,23.03,0,none,byGeoAge
12714,Basalt,133,35.6,-113.2,circle,1.5,0,23.03,0,none,byGeoAge
12715,Basalt,132,35.5,-114.6,circle,1.5,0,23.03,0,none,byGeoAge
12716,Basalt,133,38.3,-112.2,circle,1.5,0,23.03,0,none,byGeoAge
12717,Basalt,132,37.4,-113.8,circle,1.5,0,23.03,0,none,byGeoAge
12718,Basalt,133,37.9,-107.2,circle,1.5,0,23.03,0,none,byGeoAge
12719,Basalt,133,39.9,-107.2,circle,1.5,0,23.03,0,none,byGeoAge
12720,Basalt,129,44.7,-122.9,circle,1.5,0,23.03,0,none,byGeoAge
12721,Basalt,129,44.4,-122.7,circle,1.5,0,23.03,0,none,byGeoAge
12724,Basalt,133,36.2,-106.2,circle,1.5,0,23.03,0,none,byGeoAge
12733,Basalt,134,34.3,-114.6,circle,1.5,0,23.03,0,none,byGeoAge
12734,Basalt,134,34.2,-114.3,circle,1.5,0,23.03,0,none,byGeoAge
12749,Basalt,132,36.2,-114.8,circle,1.5,0,23.03,0,none,byGeoAge
12756,Basalt,133,38.1,-107.2,circle,1.5,0,23.03,0,none,byGeoAge
12758,Basalt,133,37.2,-106.2,circle,1.5,0,23.03,0,none,byGeoAge
12760,Basalt,133,40.9,-107.2,circle,1.5,0,23.03,0,none,byGeoAge
12761,Basalt,133,39.5,-107,circle,1.5,0,23.03,0,none,byGeoAge
12762,Basalt,133,39.9,-106.6,circle,1.5,0,23.03,0,none,byGeoAge
12765,Basalt,134,35,-115.4,circle,1.5,0,23.03,0,none,byGeoAge
12766,Basalt,104,23.9,-105,circle,1.5,0,23.03,0,none,byGeoAge
12768,Basalt,133,34.7,-112.1,circle,1.5,0,23.03,0,none,byGeoAge
12769,Basalt,133,34.4,-112,circle,1.5,0,23.03,0,none,byGeoAge
12770,Basalt,131,40.7,-116.9,circle,1.5,0,23.03,0,none,byGeoAge
12785,Basalt,715,29,15.9,circle,1.5,0,23.03,0,none,byGeoAge
12797,Basalt,105,32.5,-117.1,circle,1.5,0,23.03,0,none,byGeoAge
12798,Basalt,105,27.2,-114.4,circle,1.5,0,23.03,0,none,byGeoAge
12807,Basalt,102,64.4,-22,circle,1.5,0,23.03,0,none,byGeoAge
12808,Basalt,301,65,-13.7,circle,1.5,0,23.03,0,none,byGeoAge
12809,Basalt,102,66.2,-23.3,circle,1.5,0,23.03,0,none,byGeoAge
12819,Basalt,131,40.2,-118.1,circle,1.5,0,23.03,0,none,byGeoAge
12820,Basalt,131,40.2,-117.7,circle,1.5,0,23.03,0,none,byGeoAge
12823,Basalt,134,33.4,-114.9,circle,1.5,0,23.03,0,none,byGeoAge
12850,Basalt,132,41.6,-114.1,circle,1.5,0,23.03,0,none,byGeoAge
12871,Basalt,801,-31.4,149.1,circle,1.5,0,23.03,0,none,byGeoAge
12881,Basalt,800,-5.4,143.9,circle,1.5,0,23.03,0,none,byGeoAge
12919,Basalt,129,44,-122.3,circle,1.5,0,23.03,0,none,byGeoAge
12968,Basalt,129,43,-122.4,circle,1.5,0,23.03,0,none,byGeoAge
12982,Basalt,132,34.4,-113.6,circle,1.5,0,23.03,0,none,byGeoAge
12996,Basalt,129,44.3,-118.6,circle,1.5,0,23.03,0,none,byGeoAge
13014,Basalt,659,10.6,122.1,circle,1.5,0,23.03,0,none,byGeoAge
13030,Basalt,715,20.1,37,circle,1.5,0,23.03,0,none,byGeoAge
13039,Basalt,131,39.5,-118.9,circle,1.5,0,23.03,0,none,byGeoAge
13054,Basalt,801,-10.6,150.3,circle,1.5,0,23.03,0,none,byGeoAge
13064,Basalt,129,45.8,-122.9,circle,1.5,0,23.03,0,none,byGeoAge
13065,Basalt,129,44.5,-124.1,circle,1.5,0,23.03,0,none,byGeoAge
13066,Basalt,129,47,-123.9,circle,1.5,0,23.03,0,none,byGeoAge
13067,Basalt,129,45.3,-123.9,circle,1.5,0,23.03,0,none,byGeoAge
13068,Basalt,129,46.6,-123,circle,1.5,0,23.03,0,none,byGeoAge
13069,Basalt,129,45.6,-122.2,circle,1.5,0,23.03,0,none,byGeoAge
13070,Basalt,129,44.8,-124.1,circle,1.5,0,23.03,0,none,byGeoAge
13078,Basalt,901,7.4,151.7,circle,1.5,0,23.03,0,none,byGeoAge
13079,Basalt,508,32.7,35.5,circle,1.5,0,23.03,0,none,byGeoAge
13116,Basalt,801,-21.7,148.6,circle,1.5,0,23.03,0,none,byGeoAge
13117,Basalt,801,-21.4,148.4,circle,1.5,0,23.03,0,none,byGeoAge
13118,Basalt,129,44.7,-121.9,circle,1.5,0,23.03,0,none,byGeoAge
13119,Basalt,129,43.8,-122.5,circle,1.5,0,23.03,0,none,byGeoAge
13122,Basalt,129,46.6,-123.3,circle,1.5,0,23.03,0,none,byGeoAge
13124,Basalt,129,46,-120,circle,1.5,0,23.03,0,none,byGeoAge
13125,Basalt,129,45.6,-118.5,circle,1.5,0,23.03,0,none,byGeoAge
13126,Basalt,129,46.1,-119,circle,1.5,0,23.03,0,none,byGeoAge
13127,Basalt,124,47.3,-118,circle,1.5,0,23.03,0,none,byGeoAge
13128,Basalt,129,45.3,-119.5,circle,1.5,0,23.03,0,none,byGeoAge
13129,Basalt,124,47.5,-119,circle,1.5,0,23.03,0,none,byGeoAge
13130,Basalt,124,46.8,-118,circle,1.5,0,23.03,0,none,byGeoAge
13131,Basalt,129,46.2,-118,circle,1.5,0,23.03,0,none,byGeoAge
13132,Basalt,129,47.5,-119.8,circle,1.5,0,23.03,0,none,byGeoAge
13133,Basalt,129,46.7,-119,circle,1.5,0,23.03,0,none,byGeoAge
13134,Basalt,129,46,-121.3,circle,1.5,0,23.03,0,none,byGeoAge
13135,Basalt,129,45.2,-120.5,circle,1.5,0,23.03,0,none,byGeoAge
13136,Basalt,129,45.8,-122.8,circle,1.5,0,23.03,0,none,byGeoAge
13151,Basalt,709,13.8,40.5,circle,1.5,0,23.03,0,none,byGeoAge
13152,Basalt,305,51,13.6,circle,1.5,0,23.03,0,none,byGeoAge
13166,Basalt,901,54,-137.4,circle,1.5,0,23.03,0,none,byGeoAge
13167,Basalt,901,53.7,-136.5,circle,1.5,0,23.03,0,none,byGeoAge
13168,Basalt,901,53.5,-136,circle,1.5,0,23.03,0,none,byGeoAge
13171,Basalt,104,20.7,-102.2,circle,1.5,0,23.03,0,none,byGeoAge
13172,Basalt,715,14,24.3,circle,1.5,0,23.03,0,none,byGeoAge
13173,Basalt,291,-40,-70.7,circle,1.5,0,23.03,0,none,byGeoAge
13174,Basalt,291,-36.3,-69.8,circle,1.5,0,23.03,0,none,byGeoAge
