9999 9999,GPML,nolabel,none,black,byPlateId,1,0
 101 4500.0   -inf UN   0   0   0     0
  -6.4381  -25.8765 3
  -6.5717  -25.7798 2
  -6.7661  -25.5718 2
  -6.9824  -25.3055 2
  -7.1318  -25.0843 2
  -7.2599  -24.9117 2
  -7.3395  -24.7797 2
  -7.4391  -24.5396 2
  -7.5545  -24.2719 2
  -7.7006  -23.9714 2
  -7.7991  -23.7679 2
  -7.8694  -23.6264 2
  -7.9498  -23.4628 2
  -8.0337  -23.2801 2
  -8.1252  -23.0925 2
  -8.2200  -22.9335 2
  -8.3484  -22.7315 2
  -8.4602  -22.5439 2
  -8.5482  -22.4165 2
  -8.6464  -22.2808 2
  -8.7466  -22.1071 2
  -8.8375  -21.9699 2
  -8.9231  -21.8329 2
  -9.0406  -21.6245 2
  -9.1959  -21.3768 2
  -9.3555  -21.1145 2
  -9.4542  -20.8985 2
  -9.5790  -20.6974 2
  -9.7027  -20.4863 2
  -9.7880  -20.3115 2
  -9.8784  -20.1084 2
  -9.9846  -19.8580 2
 -10.1036  -19.6083 2
 -10.2286  -19.3151 2
 -10.3666  -18.9839 2
 -10.4649  -18.7253 2
 -10.5530  -18.4744 2
 -10.6542  -18.2356 2
 -10.7524  -17.9699 2
 -10.8835  -17.7014 2
 -10.9840  -17.4735 2
 -10.9465  -17.2195 2
 -11.2910  -17.0272 2
 -11.6761  -16.8459 2
 -11.9783  -16.6665 2
 -12.3141  -16.4172 2
 -12.6056  -16.1491 2
 -12.8800  -15.8503 2
 -13.0738  -15.5990 2
 -13.2350  -15.4036 2
 -13.3362  -15.2675 2
 -13.4572  -15.0899 2
 -13.7045  -14.7655 2
 -13.8802  -14.5568 2
 -14.2228  -14.2083 2
 -14.5770  -13.9289 2
 -15.0645  -13.6593 2
 -15.6428  -13.4866 2
 -15.8503  -13.2476 2
 -16.5109  -13.1977 2
 -16.8911  -12.9216 2
 -17.0453  -12.7032 2
 -17.2219  -12.4847 2
 -17.3751  -12.2819 2
 -17.7318  -11.9894 2
 -18.4367  -11.7943 2
 -18.9993  -11.8071 2
 -19.5553  -11.7826 2
 -20.1174  -11.8110 2
 -20.7927  -11.9057 2
 -21.2392  -12.0612 2
 -21.6843  -12.1629 2
 -22.3593  -12.2524 2
 -22.7241  -12.4707 2
 -23.2122  -12.6604 2
 -23.9258  -12.5735 2
 -24.3984  -12.1774 2
