9999 9999,GPML,nolabel,none,black,byPlateId,1,0
 101 4500.0   -inf UN   0   0   0     0
  54.4917  -43.9345 3
  54.4328  -43.6703 2
  54.3821  -43.1908 2
  54.3417  -42.6086 2
  54.3315  -42.1534 2
  54.3124  -41.7883 2
  54.3127  -41.5256 2
  54.3504  -41.0878 2
  54.3867  -40.5949 2
  54.4104  -40.0264 2
  54.4251  -39.6416 2
  54.4330  -39.3723 2
  54.4420  -39.0616 2
  54.4563  -38.7195 2
  54.4651  -38.3637 2
  54.4564  -38.0479 2
  54.4370  -37.6406 2
  54.4243  -37.2689 2
  54.4042  -37.0071 2
  54.3782  -36.7250 2
  54.3665  -36.3842 2
  54.3459  -36.1064 2
  54.3294  -35.8332 2
  54.3143  -35.4276 2
  54.2803  -34.9345 2
  54.2463  -34.4171 2
  54.2461  -34.0152 2
  54.2146  -33.6180 2
  54.1866  -33.2069 2
  54.1780  -32.8788 2
  54.1746  -32.5036 2
  54.1735  -32.0448 2
  54.1584  -31.5790 2
  54.1516  -31.0421 2
  54.1438  -30.4379 2
  54.1440  -29.9725 2
  54.1491  -29.5252 2
  54.1360  -29.0896 2
  54.1328  -28.6134 2
  54.0972  -28.1147 2
  54.0755  -27.6982 2
  54.1910  -27.3155 2
  53.9233  -26.8260 2
  53.6114  -26.3397 2
  53.3759  -25.9055 2
  53.1264  -25.3516 2
  52.9214  -24.7964 2
  52.7382  -24.2072 2
  52.6171  -23.7325 2
  52.5113  -23.3610 2
  52.4474  -23.1082 2
  52.3740  -22.7841 2
  52.2114  -22.1852 2
  52.0888  -21.7963 2
  51.8328  -21.1349 2
  51.5468  -20.5834 2
  51.1253  -20.0110 2
  50.5929  -19.5664 2
  50.4347  -19.1476 2
  49.7955  -18.8769 2
  49.4710  -18.3668 2
  49.3565  -18.0085 2
  49.2188  -17.6464 2
  49.1001  -17.3153 2
  48.7928  -16.8090 2
  48.1246  -16.3699 2
  47.5664  -16.2627 2
  47.0199  -16.1081 2
  46.4600  -16.0270 2
  45.7789  -16.0117 2
  45.3160  -16.1229 2
  44.8617  -16.1617 2
  44.1819  -16.1352 2
  43.7907  -16.3354 2
  43.2815  -16.4691 2
  42.5888  -16.2111 2
  42.1748  -15.6325 2
  41.9936  -15.1526 2
  41.8288  -14.7270 2
  41.5947  -14.3502 2
  41.2579  -13.8082 2
  40.8308  -13.3349 2
  40.4046  -12.9868 2
  40.0141  -12.6431 2
  39.5967  -12.3052 2
  39.2267  -11.9915 2
  38.8056  -11.5761 2
  38.4548  -11.0792 2
  38.1445  -10.4938 2
  37.9767  -10.0006 2
  37.9273   -9.6524 2
  37.8985   -9.0359 2
  37.8801   -8.5648 2
  37.8394   -8.1030 2
  37.6887   -7.5043 2
  37.3671   -6.8634 2
  37.0901   -6.4409 2
  36.7470   -5.9107 2
  36.2980   -5.2712 2
  35.8519   -4.6311 2
  35.3476   -4.0472 2
  34.6843   -3.6824 2
  34.5376   -4.0518 2
  34.4054   -4.3130 2
  34.2255   -4.6091 2
  34.0514   -4.8812 2
  33.8276   -5.2312 2
  33.5331   -5.7243 2
  33.0492   -6.0651 2
  32.5723   -6.4171 2
  32.0721   -6.7772 2
  31.7414   -7.1102 2
  31.4404   -7.5171 2
  31.1688   -7.9338 2
  30.8947   -8.2668 2
  30.5970   -8.6043 2
  30.3267   -9.0038 2
  30.1165   -9.3378 2
  29.9841   -9.6143 2
  29.8788   -9.9448 2
  29.7564  -10.3781 2
  29.6412  -10.9591 2
  29.5538  -11.3867 2
  29.3413  -11.9508 2
  29.1921  -12.5199 2
  29.0552  -12.9506 2
  28.7301  -13.5319 2
  28.0448  -14.2693 2
  27.5267  -14.7375 2
  27.0668  -15.2606 2
  26.5014  -15.8599 2
  26.1705  -16.2522 2
  25.7467  -16.6773 2
  25.2103  -16.9547 2
  24.5368  -17.2523 2
  23.9991  -17.4020 2
  23.3064  -17.7739 2
  22.6099  -18.2151 2
  21.9447  -18.3137 2
  21.6335  -18.6343 2
  21.5138  -18.9584 2
  21.2296  -19.4858 2
  20.8842  -20.1556 2
  20.5646  -20.6700 2
  20.2390  -21.0661 2
  19.8919  -21.4575 2
  19.4453  -21.9394 2
  18.6487  -22.5441 2
  18.1799  -22.9351 2
  17.7363  -23.2654 2
  17.2733  -23.5968 2
  16.9185  -23.8394 2
  16.5221  -24.0051 2
  16.0533  -24.3567 2
  15.5164  -24.8256 2
  15.0136  -25.3243 2
  14.6502  -25.7146 2
  14.2071  -26.2086 2
  13.7909  -26.7261 2
  13.3837  -27.2568 2
  13.0774  -27.8909 2
  12.8051  -28.4030 2
  12.5414  -28.9946 2
  12.2587  -29.6655 2
  12.0257  -30.3593 2
  11.7862  -31.0357 2
  11.5871  -31.7827 2
  11.4683  -32.5320 2
  11.3724  -33.2434 2
  11.1148  -34.0306 2
  11.1933  -34.6861 2
  11.2028  -35.1862 2
  11.2525  -35.5562 2
  11.2322  -35.9861 2
  11.1737  -36.3780 2
  10.9847  -36.8961 2
  10.7397  -37.4372 2
  10.3433  -37.9169 2
   9.8561  -38.4570 2
   9.3044  -39.1126 2
   8.8740  -39.7326 2
   8.4661  -40.4949 2
   8.1414  -41.2870 2
   7.8936  -41.7122 2
   7.2671  -41.7803 2
   6.7095  -41.6524 2
   6.2479  -41.5380 2
   5.7702  -41.5365 2
   5.7648  -42.2780 2
   5.7472  -42.7979 2
   5.8814  -43.4958 2
   6.0251  -44.1415 2
   6.3993  -44.6680 2
   7.4480  -44.9206 2
   8.2980  -45.0566 2
   9.8092  -45.0045 2
  10.6781  -45.0888 2
  11.2480  -45.3347 2
  11.6781  -45.7184 2
  11.9040  -46.3005 2
  12.1530  -46.7645 2
  12.4411  -47.0944 2
  12.6873  -47.3427 2
  13.1377  -47.4174 2
  13.8667  -47.3789 2
  14.5449  -47.2150 2
  15.1004  -46.8823 2
  15.5935  -46.4626 2
  16.2794  -46.0737 2
  16.9253  -45.8431 2
  17.4577  -45.7897 2
  18.2658  -45.8018 2
  19.1798  -45.8567 2
  20.2519  -46.0024 2
  21.0714  -46.2206 2
  21.9992  -46.5125 2
  22.9260  -46.8607 2
  23.6204  -47.2616 2
  24.2546  -47.7225 2
  24.8179  -48.1603 2
  25.2305  -48.4368 2
  25.7786  -48.7264 2
  26.3817  -48.9684 2
  26.9275  -49.1106 2
  27.7666  -49.3849 2
  28.5240  -49.8178 2
  29.3225  -50.1310 2
  29.9222  -50.4333 2
  30.4858  -50.6428 2
  31.0268  -50.8310 2
  31.5953  -51.0183 2
  32.3367  -51.2110 2
  32.8148  -51.3161 2
  33.3322  -51.5587 2
  33.8045  -51.9189 2
  34.0872  -52.2052 2
  34.4955  -52.5722 2
  34.9327  -52.9985 2
  35.3214  -53.4238 2
  35.8317  -53.9744 2
  36.2313  -54.3708 2
  36.6523  -54.7817 2
  37.2697  -55.1745 2
  37.8919  -55.4507 2
  38.4706  -55.6344 2
  39.0581  -55.7367 2
  39.4645  -55.8192 2
  39.8330  -55.9629 2
  40.3799  -56.1142 2
  40.9648  -56.3006 2
  41.3601  -56.5117 2
  41.8999  -56.5396 2
  42.4526  -56.0441 2
  43.2559  -55.6399 2
  44.2143  -55.4625 2
  45.0625  -55.4689 2
  45.6784  -55.6024 2
  45.9578  -55.7908 2
  46.2922  -56.0501 2
  46.6498  -56.4533 2
  47.1059  -56.9434 2
  47.5448  -57.5107 2
  47.8981  -58.0997 2
  48.1180  -58.5405 2
  48.2716  -58.8619 2
  48.5294  -59.0278 2
  48.8246  -59.0363 2
  49.1821  -59.0561 2
  49.8177  -59.0379 2
  50.4779  -58.9372 2
  50.9818  -58.4703 2
  51.4205  -58.3554 2
  51.6667  -58.5342 2
  52.0011  -58.7634 2
  52.5951  -58.3110 2
  52.8227  -57.9225 2
  53.0808  -57.2391 2
  53.2654  -56.5612 2
  53.3675  -56.1325 2
  53.4622  -55.6714 2
  53.5436  -55.2930 2
  53.6087  -54.8970 2
  53.7325  -54.4596 2
  53.9242  -53.8731 2
  54.0429  -53.4828 2
  54.2267  -53.0153 2
  54.5681  -52.4055 2
  55.1304  -51.8430 2
  55.5824  -51.6933 2
  55.9640  -51.6490 2
  56.6147  -51.2765 2
  57.1605  -50.7074 2
  57.4073  -50.3091 2
  57.5432  -49.9731 2
  57.2723  -49.7995 2
  57.0564  -49.4563 2
  56.8752  -49.1771 2
  56.7391  -48.9073 2
  56.6283  -48.6075 2
  56.4847  -48.2564 2
  56.3843  -48.0186 2
  56.2966  -47.7882 2
  56.1670  -47.4320 2
  56.0738  -47.1593 2
  55.9874  -46.9281 2
  55.9076  -46.7305 2
  55.8136  -46.5181 2
  55.6705  -46.2730 2
  55.4614  -45.9007 2
  55.2607  -45.5652 2
  55.0123  -45.1753 2
  54.8970  -44.9424 2
  54.7655  -44.6683 2
  54.6037  -44.2811 2
  54.4917  -43.9345 2
  99.0000   99.0000 3
9999 9999,GPML,nolabel,none,black,byPlateId,1,0
 108  400.0   -inf UN   0   0   0     0
  28.4214   -6.0610 3
  28.2512   -6.5531 2
  28.1529   -7.0585 2
  27.9715   -7.5206 2
  27.8006   -7.9991 2
  27.6498   -8.5327 2
  27.4556   -9.0247 2
  27.2462   -9.5910 2
  26.8566  -10.1556 2
  26.3998  -10.6911 2
  25.9576  -11.2153 2
  25.6097  -11.5882 2
  25.3137  -11.9733 2
  25.0486  -12.7054 2
  24.8484  -13.2910 2
  24.5613  -13.8671 2
  23.8102  -14.6929 2
  23.3099  -15.3270 2
  23.0323  -15.7790 2
  22.7333  -16.2755 2
  22.3627  -16.8099 2
  21.9694  -17.6288 2
  21.9447  -18.3137 2
  22.6099  -18.2151 2
  23.3064  -17.7739 2
  23.9991  -17.4020 2
  24.5368  -17.2523 2
  25.2103  -16.9547 2
  25.7467  -16.6773 2
  26.1705  -16.2522 2
  26.5014  -15.8599 2
  27.0668  -15.2606 2
  27.5267  -14.7375 2
  28.0448  -14.2693 2
  28.7301  -13.5319 2
  29.0552  -12.9506 2
  29.1921  -12.5199 2
  29.3413  -11.9508 2
  29.5538  -11.3867 2
  29.6412  -10.9591 2
  29.7564  -10.3781 2
  29.8788   -9.9448 2
  29.9841   -9.6143 2
  30.1165   -9.3378 2
  30.3267   -9.0038 2
  30.5970   -8.6043 2
  30.8947   -8.2668 2
  31.1688   -7.9338 2
  31.4404   -7.5171 2
  31.7414   -7.1102 2
  32.0721   -6.7772 2
  32.5723   -6.4171 2
  33.0492   -6.0651 2
  33.5331   -5.7243 2
  33.8276   -5.2312 2
  34.0514   -4.8812 2
  34.2255   -4.6091 2
  34.4054   -4.3130 2
  34.5376   -4.0518 2
  34.6843   -3.6824 2
  34.1935   -3.3995 2
  33.5833   -3.0999 2
  32.8327   -2.5558 2
  32.3202   -2.0891 2
  31.9577   -2.3962 2
  31.4586   -2.7658 2
  30.9106   -3.2655 2
  30.3650   -3.6614 2
  29.9225   -3.9958 2
  29.3852   -4.5273 2
  29.0740   -4.9186 2
  28.8234   -5.2729 2
  28.6227   -5.6232 2
  28.4214   -6.0610 2
  99.0000   99.0000 3
9999 9999,GPML,nolabel,none,black,byPlateId,1,0
 107   45.0   -inf UN   0   0   0     0
  32.3063   -1.2670 3
  32.3415   -0.8573 2
  32.4670   -0.4987 2
  32.2945   -0.0676 2
  31.9372    0.1769 2
  31.3174    0.3732 2
  30.5843    0.4200 2
  30.0879    0.1548 2
  29.4409   -0.3192 2
  28.7371   -0.4464 2
  28.0908   -0.3955 2
  27.3342   -0.4564 2
  26.9311   -0.7104 2
  26.8218   -1.1039 2
  26.8331   -1.5908 2
  26.9939   -2.0988 2
  27.3269   -2.8715 2
  27.7746   -3.7816 2
  28.0195   -4.4405 2
  28.0907   -4.9554 2
  28.0908   -5.3694 2
  27.9471   -5.8180 2
  27.7194   -6.3053 2
